drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,prefix
14794,35958,Dasatinib,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'GATA4', 'Dasatinib']","Question: Is hemoglobinopathy an indication for Dasatinib?
Reasoning: The disease hemoglobinopathy is associated with the gene GATA4, which is not targeted by the drug Dasatinib. These connections suggest that Dasatinib may not be effective in treating hemoglobinopathy.
Answer: NO"
14317,29182,Captopril,systemic lupus erythematosus (disease),disease-phenotype-protein-drug,contraindication,"['systemic lupus erythematosus (disease)', 'Thrombocytopenia', 'ALB', 'Captopril']","Question: Is systemic lupus erythematosus (disease) an indication for Captopril?
Reasoning: The disease systemic lupus erythematosus (disease) is associated with the phenotype Thrombocytopenia, which in turn affects the gene ALB. This gene is not targeted by the drug Captopril. These connections suggest that Captopril may not be effective in treating systemic lupus erythematosus (disease).
Answer: NO"
15322,27326,Norfloxacin,long QT syndrome,disease-protein-drug,contraindication,"['long QT syndrome', 'CYP1A1', 'Norfloxacin']","Question: Is long QT syndrome an indication for Norfloxacin?
Reasoning: The disease long QT syndrome is associated with the gene CYP1A1, which is not targeted by the drug Norfloxacin. These connections suggest that Norfloxacin may not be effective in treating long QT syndrome.
Answer: NO"
14320,36432,Dexamethasone,congestive heart failure,disease-protein-drug,contraindication,"['congestive heart failure', 'ALB', 'Dexamethasone']","Question: Is congestive heart failure an indication for Dexamethasone?
Reasoning: The disease congestive heart failure is associated with the gene ALB, which is not targeted by the drug Dexamethasone. These connections suggest that Dexamethasone may not be effective in treating congestive heart failure.
Answer: NO"
14323,28313,Aripiprazole,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'DRD2', 'Aripiprazole']","Question: Is schizophrenia an indication for Aripiprazole?
Reasoning: The disease schizophrenia is associated with the gene DRD2, which is targeted by the drug Aripiprazole. These connections suggest that Aripiprazole may be effective in treating schizophrenia.
Answer: YES"
15778,27219,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Hearing impairment', 'COCH', 'Tolazamide']","Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Hearing impairment, which in turn affects the gene COCH. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
15138,83841,Selegiline,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'CYP2C19', 'Selegiline']","Question: Is endogenous depression an indication for Selegiline?
Reasoning: The disease endogenous depression is associated with the gene CYP2C19, which is targeted by the drug Selegiline. These connections suggest that Selegiline may be effective in treating endogenous depression.
Answer: YES"
15116,38242,Paroxetine,bipolar disorder,disease-protein-drug,contraindication,"['bipolar disorder', 'DRD2', 'Paroxetine']","Question: Is bipolar disorder an indication for Paroxetine?
Reasoning: The disease bipolar disorder is associated with the gene DRD2, which is not targeted by the drug Paroxetine. These connections suggest that Paroxetine may not be effective in treating bipolar disorder.
Answer: NO"
15089,30035,Codeine,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'OPRM1', 'Codeine']","Question: Is substance abuse/dependence an indication for Codeine?
Reasoning: The disease substance abuse/dependence is associated with the gene OPRM1, which is not targeted by the drug Codeine. These connections suggest that Codeine may not be effective in treating substance abuse/dependence.
Answer: NO"
15180,33297,Fusidic acid,listeriosis,disease-phenotype-protein-drug,indication,"['listeriosis', 'Seizure', 'ABCC2', 'Fusidic acid']","Question: Is listeriosis an indication for Fusidic acid?
Reasoning: The disease listeriosis is associated with the phenotype Seizure, which in turn affects the gene ABCC2. This gene is targeted by the drug Fusidic acid. These connections suggest that Fusidic acid may be effective in treating listeriosis.
Answer: YES"
15982,32977,Sulfasalazine,inherited porphyria,disease-phenotype-protein-drug,contraindication,"['inherited porphyria', 'Seizure', 'ACAT1', 'Sulfasalazine']","Question: Is inherited porphyria an indication for Sulfasalazine?
Reasoning: The disease inherited porphyria is associated with the phenotype Seizure, which in turn affects the gene ACAT1. This gene is not targeted by the drug Sulfasalazine. These connections suggest that Sulfasalazine may not be effective in treating inherited porphyria.
Answer: NO"
14028,29113,Hydrocortisone,diabetic ketoacidosis,disease-protein-drug,contraindication,"['diabetic ketoacidosis', 'HSD11B2', 'Hydrocortisone']","Question: Is diabetic ketoacidosis an indication for Hydrocortisone?
Reasoning: The disease diabetic ketoacidosis is associated with the gene HSD11B2, which is not targeted by the drug Hydrocortisone. These connections suggest that Hydrocortisone may not be effective in treating diabetic ketoacidosis.
Answer: NO"
15105,33675,Carteolol,asthma,disease-protein-drug,contraindication,"['asthma', 'ADRB2', 'Carteolol']","Question: Is asthma an indication for Carteolol?
Reasoning: The disease asthma is associated with the gene ADRB2, which is not targeted by the drug Carteolol. These connections suggest that Carteolol may not be effective in treating asthma.
Answer: NO"
16066,38784,Brompheniramine,Graves disease,disease-protein-drug,contraindication,"['Graves disease', 'B3GNT2', 'Brompheniramine']","Question: Is Graves disease an indication for Brompheniramine?
Reasoning: The disease Graves disease is associated with the gene B3GNT2, which is not targeted by the drug Brompheniramine. These connections suggest that Brompheniramine may not be effective in treating Graves disease.
Answer: NO"
15100,28313,Prochlorperazine,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'ADRA1A', 'Prochlorperazine']","Question: Is schizophrenia an indication for Prochlorperazine?
Reasoning: The disease schizophrenia is associated with the gene ADRA1A, which is targeted by the drug Prochlorperazine. These connections suggest that Prochlorperazine may be effective in treating schizophrenia.
Answer: YES"
14176,29494,Fluoxetine,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease-phenotype-protein-drug,contraindication,"['autosomal recessive severe congenital neutropenia due to G6PC3 deficiency', 'Hearing impairment', 'CRYM', 'Fluoxetine']","Question: Is autosomal recessive severe congenital neutropenia due to G6PC3 deficiency an indication for Fluoxetine?
Reasoning: The disease autosomal recessive severe congenital neutropenia due to G6PC3 deficiency is associated with the phenotype Hearing impairment, which in turn affects the gene CRYM. This gene is not targeted by the drug Fluoxetine. These connections suggest that Fluoxetine may not be effective in treating autosomal recessive severe congenital neutropenia due to G6PC3 deficiency.
Answer: NO"
14380,33593,Asenapine,obesity disorder,disease-protein-drug,contraindication,"['obesity disorder', 'ADRB2', 'Asenapine']","Question: Is obesity disorder an indication for Asenapine?
Reasoning: The disease obesity disorder is associated with the gene ADRB2, which is not targeted by the drug Asenapine. These connections suggest that Asenapine may not be effective in treating obesity disorder.
Answer: NO"
15855,83823,Minoxidil,coronary thrombosis,disease-protein-drug,contraindication,"['coronary thrombosis', 'REN', 'Minoxidil']","Question: Is coronary thrombosis an indication for Minoxidil?
Reasoning: The disease coronary thrombosis is associated with the gene REN, which is not targeted by the drug Minoxidil. These connections suggest that Minoxidil may not be effective in treating coronary thrombosis.
Answer: NO"
14737,37967,Carboplatin,ovarian endometrioid adenocarcinoma,disease-protein-drug,indication,"['ovarian endometrioid adenocarcinoma', 'ATP7B', 'Carboplatin']","Question: Is ovarian endometrioid adenocarcinoma an indication for Carboplatin?
Reasoning: The disease ovarian endometrioid adenocarcinoma is associated with the gene ATP7B, which is targeted by the drug Carboplatin. These connections suggest that Carboplatin may be effective in treating ovarian endometrioid adenocarcinoma.
Answer: YES"
15193,31408,Rotigotine,X-linked parkinsonism-spasticity syndrome,disease-phenotype-protein-drug,indication,"['X-linked parkinsonism-spasticity syndrome', 'Seizure', 'DRD1', 'Rotigotine']","Question: Is X-linked parkinsonism-spasticity syndrome an indication for Rotigotine?
Reasoning: The disease X-linked parkinsonism-spasticity syndrome is associated with the phenotype Seizure, which in turn affects the gene DRD1. This gene is targeted by the drug Rotigotine. These connections suggest that Rotigotine may be effective in treating X-linked parkinsonism-spasticity syndrome.
Answer: YES"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'MACF1', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene MACF1. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
15493,32974,Bromocriptine,atypical juvenile parkinsonism,disease-phenotype-protein-drug,indication,"['atypical juvenile parkinsonism', 'Seizure', 'DRD2', 'Bromocriptine']","Question: Is atypical juvenile parkinsonism an indication for Bromocriptine?
Reasoning: The disease atypical juvenile parkinsonism is associated with the phenotype Seizure, which in turn affects the gene DRD2. This gene is targeted by the drug Bromocriptine. These connections suggest that Bromocriptine may be effective in treating atypical juvenile parkinsonism.
Answer: YES"
14156,37703,Amitriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'SLC6A4', 'Amitriptyline']","Question: Is neurotic disorder an indication for Amitriptyline?
Reasoning: The disease neurotic disorder is associated with the gene SLC6A4, which is targeted by the drug Amitriptyline. These connections suggest that Amitriptyline may be effective in treating neurotic disorder.
Answer: YES"
15493,32468,Bromocriptine,postencephalitic Parkinson disease,disease-phenotype-protein-drug,indication,"['postencephalitic Parkinson disease', 'Seizure', 'DRD3', 'Bromocriptine']","Question: Is postencephalitic Parkinson disease an indication for Bromocriptine?
Reasoning: The disease postencephalitic Parkinson disease is associated with the phenotype Seizure, which in turn affects the gene DRD3. This gene is targeted by the drug Bromocriptine. These connections suggest that Bromocriptine may be effective in treating postencephalitic Parkinson disease.
Answer: YES"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'PET100', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Reasoning: The disease galactosemia is associated with the phenotype Seizure, which in turn affects the gene PET100. This gene is not targeted by the drug Sulfabenzamide. These connections suggest that Sulfabenzamide may not be effective in treating galactosemia.
Answer: NO"
15311,35641,Primidone,epilepsy,disease-protein-drug,indication,"['epilepsy', 'CHRNA4', 'Primidone']","Question: Is epilepsy an indication for Primidone?
Reasoning: The disease epilepsy is associated with the gene CHRNA4, which is targeted by the drug Primidone. These connections suggest that Primidone may be effective in treating epilepsy.
Answer: YES"
15087,83840,Venlafaxine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'SLC6A4', 'Venlafaxine']","Question: Is unipolar depression an indication for Venlafaxine?
Reasoning: The disease unipolar depression is associated with the gene SLC6A4, which is targeted by the drug Venlafaxine. These connections suggest that Venlafaxine may be effective in treating unipolar depression.
Answer: YES"
14238,35641,Naproxen,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ABCB1', 'Naproxen']","Question: Is epilepsy an indication for Naproxen?
Reasoning: The disease epilepsy is associated with the gene ABCB1, which is not targeted by the drug Naproxen. These connections suggest that Naproxen may not be effective in treating epilepsy.
Answer: NO"
14220,30093,Apomorphine,parkinsonian-pyramidal syndrome,disease-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'DRD2', 'Apomorphine']","Question: Is parkinsonian-pyramidal syndrome an indication for Apomorphine?
Reasoning: The disease parkinsonian-pyramidal syndrome is associated with the gene DRD2, which is targeted by the drug Apomorphine. These connections suggest that Apomorphine may be effective in treating parkinsonian-pyramidal syndrome.
Answer: YES"
14383,33575,Oxymetholone,diabetes mellitus (disease),disease-phenotype-protein-drug,contraindication,"['diabetes mellitus (disease)', 'Maternal diabetes', 'AR', 'Oxymetholone']","Question: Is diabetes mellitus (disease) an indication for Oxymetholone?
Reasoning: The disease diabetes mellitus (disease) is associated with the phenotype Maternal diabetes, which in turn affects the gene AR. This gene is not targeted by the drug Oxymetholone. These connections suggest that Oxymetholone may not be effective in treating diabetes mellitus (disease).
Answer: NO"
14483,37703,Estradiol valerate,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'SLCO1C1', 'Estradiol valerate']","Question: Is neurotic disorder an indication for Estradiol valerate?
Reasoning: The disease neurotic disorder is associated with the gene SLCO1C1, which is not targeted by the drug Estradiol valerate. These connections suggest that Estradiol valerate may not be effective in treating neurotic disorder.
Answer: NO"
14685,35958,Progesterone,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'ESR1', 'Progesterone']","Question: Is hemoglobinopathy an indication for Progesterone?
Reasoning: The disease hemoglobinopathy is associated with the gene ESR1, which is not targeted by the drug Progesterone. These connections suggest that Progesterone may not be effective in treating hemoglobinopathy.
Answer: NO"
14223,33593,Risperidone,obesity disorder,disease-phenotype-protein-drug,contraindication,"['obesity disorder', 'Increased body weight', 'HTR2C', 'Risperidone']","Question: Is obesity disorder an indication for Risperidone?
Reasoning: The disease obesity disorder is associated with the phenotype Increased body weight, which in turn affects the gene HTR2C. This gene is not targeted by the drug Risperidone. These connections suggest that Risperidone may not be effective in treating obesity disorder.
Answer: NO"
15116,33091,Paroxetine,serotonin syndrome,disease-phenotype-protein-drug,contraindication,"['serotonin syndrome', 'Seizure', 'ADRA1B', 'Paroxetine']","Question: Is serotonin syndrome an indication for Paroxetine?
Reasoning: The disease serotonin syndrome is associated with the phenotype Seizure, which in turn affects the gene ADRA1B. This gene is not targeted by the drug Paroxetine. These connections suggest that Paroxetine may not be effective in treating serotonin syndrome.
Answer: NO"
14270,27933,Ethinylestradiol,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'CYP2C9', 'Ethinylestradiol']","Question: Is anxiety disorder an indication for Ethinylestradiol?
Reasoning: The disease anxiety disorder is associated with the gene CYP2C9, which is not targeted by the drug Ethinylestradiol. These connections suggest that Ethinylestradiol may not be effective in treating anxiety disorder.
Answer: NO"
14194,36458,Methotrexate,Langerhans cell histiocytosis,disease-protein-drug,indication,"['Langerhans cell histiocytosis', 'TYMS', 'Methotrexate']","Question: Is Langerhans cell histiocytosis an indication for Methotrexate?
Reasoning: The disease Langerhans cell histiocytosis is associated with the gene TYMS, which is targeted by the drug Methotrexate. These connections suggest that Methotrexate may be effective in treating Langerhans cell histiocytosis.
Answer: YES"
16014,28313,Chlorprothixene,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HTR3A', 'Chlorprothixene']","Question: Is schizophrenia an indication for Chlorprothixene?
Reasoning: The disease schizophrenia is associated with the gene HTR3A, which is targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may be effective in treating schizophrenia.
Answer: YES"
14023,29182,Triamcinolone,systemic lupus erythematosus (disease),disease-phenotype-protein-drug,indication,"['systemic lupus erythematosus (disease)', 'Thrombocytopenia', 'ALB', 'Triamcinolone']","Question: Is systemic lupus erythematosus (disease) an indication for Triamcinolone?
Reasoning: The disease systemic lupus erythematosus (disease) is associated with the phenotype Thrombocytopenia, which in turn affects the gene ALB. This gene is targeted by the drug Triamcinolone. These connections suggest that Triamcinolone may be effective in treating systemic lupus erythematosus (disease).
Answer: YES"
14380,38242,Asenapine,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'ADRB2', 'Asenapine']","Question: Is bipolar disorder an indication for Asenapine?
Reasoning: The disease bipolar disorder is associated with the gene ADRB2, which is targeted by the drug Asenapine. These connections suggest that Asenapine may be effective in treating bipolar disorder.
Answer: YES"
14019,83789,Betamethasone,serum sickness,disease-protein-drug,indication,"['serum sickness', 'ALB', 'Betamethasone']","Question: Is serum sickness an indication for Betamethasone?
Reasoning: The disease serum sickness is associated with the gene ALB, which is targeted by the drug Betamethasone. These connections suggest that Betamethasone may be effective in treating serum sickness.
Answer: YES"
14957,28651,Fenfluramine,monogenic obesity,disease-protein-drug,indication,"['monogenic obesity', 'HTR2C', 'Fenfluramine']","Question: Is monogenic obesity an indication for Fenfluramine?
Reasoning: The disease monogenic obesity is associated with the gene HTR2C, which is targeted by the drug Fenfluramine. These connections suggest that Fenfluramine may be effective in treating monogenic obesity.
Answer: YES"
14189,27933,Nortriptyline,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'HTR2A', 'Nortriptyline']","Question: Is anxiety disorder an indication for Nortriptyline?
Reasoning: The disease anxiety disorder is associated with the gene HTR2A, which is targeted by the drug Nortriptyline. These connections suggest that Nortriptyline may be effective in treating anxiety disorder.
Answer: YES"
15193,32974,Rotigotine,atypical juvenile parkinsonism,disease-phenotype-protein-drug,indication,"['atypical juvenile parkinsonism', 'Seizure', 'HTR1A', 'Rotigotine']","Question: Is atypical juvenile parkinsonism an indication for Rotigotine?
Reasoning: The disease atypical juvenile parkinsonism is associated with the phenotype Seizure, which in turn affects the gene HTR1A. This gene is targeted by the drug Rotigotine. These connections suggest that Rotigotine may be effective in treating atypical juvenile parkinsonism.
Answer: YES"
15117,35641,Trimipramine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ADRA1B', 'Trimipramine']","Question: Is epilepsy an indication for Trimipramine?
Reasoning: The disease epilepsy is associated with the gene ADRA1B, which is not targeted by the drug Trimipramine. These connections suggest that Trimipramine may not be effective in treating epilepsy.
Answer: NO"
14934,38312,Cyclosporine,hereditary hyperbilirubinemia,disease-protein-drug,contraindication,"['hereditary hyperbilirubinemia', 'SLCO1B3', 'Cyclosporine']","Question: Is hereditary hyperbilirubinemia an indication for Cyclosporine?
Reasoning: The disease hereditary hyperbilirubinemia is associated with the gene SLCO1B3, which is not targeted by the drug Cyclosporine. These connections suggest that Cyclosporine may not be effective in treating hereditary hyperbilirubinemia.
Answer: NO"
14173,83760,Imipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'SLC6A2', 'Imipramine']","Question: Is dysthymic disorder an indication for Imipramine?
Reasoning: The disease dysthymic disorder is associated with the gene SLC6A2, which is targeted by the drug Imipramine. These connections suggest that Imipramine may be effective in treating dysthymic disorder.
Answer: YES"
14030,29832,Prednisolone,hyperargininemia,disease-phenotype-protein-drug,contraindication,"['hyperargininemia', 'Vomiting', 'ABCB1', 'Prednisolone']","Question: Is hyperargininemia an indication for Prednisolone?
Reasoning: The disease hyperargininemia is associated with the phenotype Vomiting, which in turn affects the gene ABCB1. This gene is not targeted by the drug Prednisolone. These connections suggest that Prednisolone may not be effective in treating hyperargininemia.
Answer: NO"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'CYP11A1', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene CYP11A1. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
14794,35958,Dasatinib,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'KLF1', 'Dasatinib']","Question: Is hemoglobinopathy an indication for Dasatinib?
Reasoning: The disease hemoglobinopathy is associated with the gene KLF1, which is not targeted by the drug Dasatinib. These connections suggest that Dasatinib may not be effective in treating hemoglobinopathy.
Answer: NO"
14560,33626,Ergocalciferol,rickets (disease),disease-protein-drug,indication,"['rickets (disease)', 'VDR', 'Ergocalciferol']","Question: Is rickets (disease) an indication for Ergocalciferol?
Reasoning: The disease rickets (disease) is associated with the gene VDR, which is targeted by the drug Ergocalciferol. These connections suggest that Ergocalciferol may be effective in treating rickets (disease).
Answer: YES"
14173,83760,Imipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'CYP2C19', 'Imipramine']","Question: Is dysthymic disorder an indication for Imipramine?
Reasoning: The disease dysthymic disorder is associated with the gene CYP2C19, which is targeted by the drug Imipramine. These connections suggest that Imipramine may be effective in treating dysthymic disorder.
Answer: YES"
15074,84036,Amphetamine,"attention deficit hyperactivity disorder, inattentive type",disease-protein-drug,indication,"['attention deficit hyperactivity disorder, inattentive type', 'DRD2', 'Amphetamine']","Question: Is attention deficit hyperactivity disorder, inattentive type an indication for Amphetamine?
Reasoning: The disease attention deficit hyperactivity disorder, inattentive type is associated with the gene DRD2, which is targeted by the drug Amphetamine. These connections suggest that Amphetamine may be effective in treating attention deficit hyperactivity disorder, inattentive type.
Answer: YES"
14028,33577,Hydrocortisone,hypertensive disorder,disease-protein-drug,contraindication,"['hypertensive disorder', 'CYP3A5', 'Hydrocortisone']","Question: Is hypertensive disorder an indication for Hydrocortisone?
Reasoning: The disease hypertensive disorder is associated with the gene CYP3A5, which is not targeted by the drug Hydrocortisone. These connections suggest that Hydrocortisone may not be effective in treating hypertensive disorder.
Answer: NO"
14023,29182,Triamcinolone,systemic lupus erythematosus (disease),disease-phenotype-protein-drug,indication,"['systemic lupus erythematosus (disease)', 'Seizure', 'PTGS2', 'Triamcinolone']","Question: Is systemic lupus erythematosus (disease) an indication for Triamcinolone?
Reasoning: The disease systemic lupus erythematosus (disease) is associated with the phenotype Seizure, which in turn affects the gene PTGS2. This gene is targeted by the drug Triamcinolone. These connections suggest that Triamcinolone may be effective in treating systemic lupus erythematosus (disease).
Answer: YES"
14956,83763,Carbamazepine,manic bipolar affective disorder,disease-protein-drug,indication,"['manic bipolar affective disorder', 'SCN2A', 'Carbamazepine']","Question: Is manic bipolar affective disorder an indication for Carbamazepine?
Reasoning: The disease manic bipolar affective disorder is associated with the gene SCN2A, which is targeted by the drug Carbamazepine. These connections suggest that Carbamazepine may be effective in treating manic bipolar affective disorder.
Answer: YES"
14139,28974,Benzatropine,early-onset parkinsonism-intellectual disability syndrome,disease-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'SLC6A3', 'Benzatropine']","Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Benzatropine?
Reasoning: The disease early-onset parkinsonism-intellectual disability syndrome is associated with the gene SLC6A3, which is targeted by the drug Benzatropine. These connections suggest that Benzatropine may be effective in treating early-onset parkinsonism-intellectual disability syndrome.
Answer: YES"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'PACS2', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene PACS2. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
14713,38274,Decitabine,inherited acute myeloid leukemia,disease-protein-drug,indication,"['inherited acute myeloid leukemia', 'DNMT3A', 'Decitabine']","Question: Is inherited acute myeloid leukemia an indication for Decitabine?
Reasoning: The disease inherited acute myeloid leukemia is associated with the gene DNMT3A, which is targeted by the drug Decitabine. These connections suggest that Decitabine may be effective in treating inherited acute myeloid leukemia.
Answer: YES"
14320,27219,Dexamethasone,hypogonadotropic hypogonadism with or without anosmia,disease-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'CYP17A1', 'Dexamethasone']","Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Dexamethasone?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the gene CYP17A1, which is not targeted by the drug Dexamethasone. These connections suggest that Dexamethasone may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
16014,30715,Chlorprothixene,Wernicke-Korsakoff syndrome,disease-phenotype-protein-drug,contraindication,"['Wernicke-Korsakoff syndrome', 'Memory impairment', 'CHRM1', 'Chlorprothixene']","Question: Is Wernicke-Korsakoff syndrome an indication for Chlorprothixene?
Reasoning: The disease Wernicke-Korsakoff syndrome is associated with the phenotype Memory impairment, which in turn affects the gene CHRM1. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Wernicke-Korsakoff syndrome.
Answer: NO"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'CHRNA5', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Reasoning: The disease adrenal insufficiency is associated with the phenotype Seizure, which in turn affects the gene CHRNA5. This gene is not targeted by the drug Potassium Iodide. These connections suggest that Potassium Iodide may not be effective in treating adrenal insufficiency.
Answer: NO"
16793,32629,Chlorothiazide,familial intrahepatic cholestasis,disease-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'IGF1', 'Chlorothiazide']","Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Reasoning: The disease familial intrahepatic cholestasis is associated with the gene IGF1, which is not targeted by the drug Chlorothiazide. These connections suggest that Chlorothiazide may not be effective in treating familial intrahepatic cholestasis.
Answer: NO"
14561,83776,Cholecalciferol,postmenopausal osteoporosis,disease-protein-drug,indication,"['postmenopausal osteoporosis', 'VDR', 'Cholecalciferol']","Question: Is postmenopausal osteoporosis an indication for Cholecalciferol?
Reasoning: The disease postmenopausal osteoporosis is associated with the gene VDR, which is targeted by the drug Cholecalciferol. These connections suggest that Cholecalciferol may be effective in treating postmenopausal osteoporosis.
Answer: YES"
14161,83840,Olanzapine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'DRD3', 'Olanzapine']","Question: Is unipolar depression an indication for Olanzapine?
Reasoning: The disease unipolar depression is associated with the gene DRD3, which is targeted by the drug Olanzapine. These connections suggest that Olanzapine may be effective in treating unipolar depression.
Answer: YES"
15100,84023,Prochlorperazine,acquired hyperprolactinemia,disease-protein-drug,contraindication,"['acquired hyperprolactinemia', 'DRD2', 'Prochlorperazine']","Question: Is acquired hyperprolactinemia an indication for Prochlorperazine?
Reasoning: The disease acquired hyperprolactinemia is associated with the gene DRD2, which is not targeted by the drug Prochlorperazine. These connections suggest that Prochlorperazine may not be effective in treating acquired hyperprolactinemia.
Answer: NO"
14299,37703,Sertraline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'ALB', 'Sertraline']","Question: Is neurotic disorder an indication for Sertraline?
Reasoning: The disease neurotic disorder is associated with the gene ALB, which is targeted by the drug Sertraline. These connections suggest that Sertraline may be effective in treating neurotic disorder.
Answer: YES"
14232,83791,Olopatadine,vasomotor rhinitis,disease-protein-drug,indication,"['vasomotor rhinitis', 'HRH1', 'Olopatadine']","Question: Is vasomotor rhinitis an indication for Olopatadine?
Reasoning: The disease vasomotor rhinitis is associated with the gene HRH1, which is targeted by the drug Olopatadine. These connections suggest that Olopatadine may be effective in treating vasomotor rhinitis.
Answer: YES"
14019,37770,Betamethasone,contact dermatitis,disease-protein-drug,indication,"['contact dermatitis', 'CYP1B1', 'Betamethasone']","Question: Is contact dermatitis an indication for Betamethasone?
Reasoning: The disease contact dermatitis is associated with the gene CYP1B1, which is targeted by the drug Betamethasone. These connections suggest that Betamethasone may be effective in treating contact dermatitis.
Answer: YES"
14320,38513,Dexamethasone,congenital adrenal hyperplasia,disease-protein-drug,indication,"['congenital adrenal hyperplasia', 'CYP17A1', 'Dexamethasone']","Question: Is congenital adrenal hyperplasia an indication for Dexamethasone?
Reasoning: The disease congenital adrenal hyperplasia is associated with the gene CYP17A1, which is targeted by the drug Dexamethasone. These connections suggest that Dexamethasone may be effective in treating congenital adrenal hyperplasia.
Answer: YES"
14794,35958,Dasatinib,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'IL1RN', 'Dasatinib']","Question: Is hemoglobinopathy an indication for Dasatinib?
Reasoning: The disease hemoglobinopathy is associated with the gene IL1RN, which is not targeted by the drug Dasatinib. These connections suggest that Dasatinib may not be effective in treating hemoglobinopathy.
Answer: NO"
14641,33605,Dopamine,hypotensive disorder,disease-protein-drug,indication,"['hypotensive disorder', 'SOD1', 'Dopamine']","Question: Is hypotensive disorder an indication for Dopamine?
Reasoning: The disease hypotensive disorder is associated with the gene SOD1, which is targeted by the drug Dopamine. These connections suggest that Dopamine may be effective in treating hypotensive disorder.
Answer: YES"
