drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,prefix
15193,31408,Rotigotine,X-linked parkinsonism-spasticity syndrome,disease-phenotype-protein-drug,indication,"['X-linked parkinsonism-spasticity syndrome', 'Seizure', 'DRD1', 'Rotigotine']","Question: Is X-linked parkinsonism-spasticity syndrome an indication for Rotigotine?
Answer: YES"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'MACF1', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Answer: NO"
15493,32974,Bromocriptine,atypical juvenile parkinsonism,disease-phenotype-protein-drug,indication,"['atypical juvenile parkinsonism', 'Seizure', 'DRD2', 'Bromocriptine']","Question: Is atypical juvenile parkinsonism an indication for Bromocriptine?
Answer: YES"
14156,37703,Amitriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'SLC6A4', 'Amitriptyline']","Question: Is neurotic disorder an indication for Amitriptyline?
Answer: YES"
15493,32468,Bromocriptine,postencephalitic Parkinson disease,disease-phenotype-protein-drug,indication,"['postencephalitic Parkinson disease', 'Seizure', 'DRD3', 'Bromocriptine']","Question: Is postencephalitic Parkinson disease an indication for Bromocriptine?
Answer: YES"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'PET100', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
15311,35641,Primidone,epilepsy,disease-protein-drug,indication,"['epilepsy', 'CHRNA4', 'Primidone']","Question: Is epilepsy an indication for Primidone?
Answer: YES"
15087,83840,Venlafaxine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'SLC6A4', 'Venlafaxine']","Question: Is unipolar depression an indication for Venlafaxine?
Answer: YES"
14238,35641,Naproxen,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ABCB1', 'Naproxen']","Question: Is epilepsy an indication for Naproxen?
Answer: NO"
14220,30093,Apomorphine,parkinsonian-pyramidal syndrome,disease-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'DRD2', 'Apomorphine']","Question: Is parkinsonian-pyramidal syndrome an indication for Apomorphine?
Answer: YES"
14383,33575,Oxymetholone,diabetes mellitus (disease),disease-phenotype-protein-drug,contraindication,"['diabetes mellitus (disease)', 'Maternal diabetes', 'AR', 'Oxymetholone']","Question: Is diabetes mellitus (disease) an indication for Oxymetholone?
Answer: NO"
14483,37703,Estradiol valerate,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'SLCO1C1', 'Estradiol valerate']","Question: Is neurotic disorder an indication for Estradiol valerate?
Answer: NO"
14685,35958,Progesterone,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'ESR1', 'Progesterone']","Question: Is hemoglobinopathy an indication for Progesterone?
Answer: NO"
14223,33593,Risperidone,obesity disorder,disease-phenotype-protein-drug,contraindication,"['obesity disorder', 'Increased body weight', 'HTR2C', 'Risperidone']","Question: Is obesity disorder an indication for Risperidone?
Answer: NO"
15116,33091,Paroxetine,serotonin syndrome,disease-phenotype-protein-drug,contraindication,"['serotonin syndrome', 'Seizure', 'ADRA1B', 'Paroxetine']","Question: Is serotonin syndrome an indication for Paroxetine?
Answer: NO"
14270,27933,Ethinylestradiol,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'CYP2C9', 'Ethinylestradiol']","Question: Is anxiety disorder an indication for Ethinylestradiol?
Answer: NO"
14194,36458,Methotrexate,Langerhans cell histiocytosis,disease-protein-drug,indication,"['Langerhans cell histiocytosis', 'TYMS', 'Methotrexate']","Question: Is Langerhans cell histiocytosis an indication for Methotrexate?
Answer: YES"
16014,28313,Chlorprothixene,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HTR3A', 'Chlorprothixene']","Question: Is schizophrenia an indication for Chlorprothixene?
Answer: YES"
14023,29182,Triamcinolone,systemic lupus erythematosus (disease),disease-phenotype-protein-drug,indication,"['systemic lupus erythematosus (disease)', 'Thrombocytopenia', 'ALB', 'Triamcinolone']","Question: Is systemic lupus erythematosus (disease) an indication for Triamcinolone?
Answer: YES"
14380,38242,Asenapine,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'ADRB2', 'Asenapine']","Question: Is bipolar disorder an indication for Asenapine?
Answer: YES"
14019,83789,Betamethasone,serum sickness,disease-protein-drug,indication,"['serum sickness', 'ALB', 'Betamethasone']","Question: Is serum sickness an indication for Betamethasone?
Answer: YES"
14957,28651,Fenfluramine,monogenic obesity,disease-protein-drug,indication,"['monogenic obesity', 'HTR2C', 'Fenfluramine']","Question: Is monogenic obesity an indication for Fenfluramine?
Answer: YES"
14189,27933,Nortriptyline,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'HTR2A', 'Nortriptyline']","Question: Is anxiety disorder an indication for Nortriptyline?
Answer: YES"
15193,32974,Rotigotine,atypical juvenile parkinsonism,disease-phenotype-protein-drug,indication,"['atypical juvenile parkinsonism', 'Seizure', 'HTR1A', 'Rotigotine']","Question: Is atypical juvenile parkinsonism an indication for Rotigotine?
Answer: YES"
15117,35641,Trimipramine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ADRA1B', 'Trimipramine']","Question: Is epilepsy an indication for Trimipramine?
Answer: NO"
14934,38312,Cyclosporine,hereditary hyperbilirubinemia,disease-protein-drug,contraindication,"['hereditary hyperbilirubinemia', 'SLCO1B3', 'Cyclosporine']","Question: Is hereditary hyperbilirubinemia an indication for Cyclosporine?
Answer: NO"
14173,83760,Imipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'SLC6A2', 'Imipramine']","Question: Is dysthymic disorder an indication for Imipramine?
Answer: YES"
14030,29832,Prednisolone,hyperargininemia,disease-phenotype-protein-drug,contraindication,"['hyperargininemia', 'Vomiting', 'ABCB1', 'Prednisolone']","Question: Is hyperargininemia an indication for Prednisolone?
Answer: NO"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'CYP11A1', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Answer: NO"
14794,35958,Dasatinib,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'KLF1', 'Dasatinib']","Question: Is hemoglobinopathy an indication for Dasatinib?
Answer: NO"
14560,33626,Ergocalciferol,rickets (disease),disease-protein-drug,indication,"['rickets (disease)', 'VDR', 'Ergocalciferol']","Question: Is rickets (disease) an indication for Ergocalciferol?
Answer: YES"
14173,83760,Imipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'CYP2C19', 'Imipramine']","Question: Is dysthymic disorder an indication for Imipramine?
Answer: YES"
15074,84036,Amphetamine,"attention deficit hyperactivity disorder, inattentive type",disease-protein-drug,indication,"['attention deficit hyperactivity disorder, inattentive type', 'DRD2', 'Amphetamine']","Question: Is attention deficit hyperactivity disorder, inattentive type an indication for Amphetamine?
Answer: YES"
14028,33577,Hydrocortisone,hypertensive disorder,disease-protein-drug,contraindication,"['hypertensive disorder', 'CYP3A5', 'Hydrocortisone']","Question: Is hypertensive disorder an indication for Hydrocortisone?
Answer: NO"
14023,29182,Triamcinolone,systemic lupus erythematosus (disease),disease-phenotype-protein-drug,indication,"['systemic lupus erythematosus (disease)', 'Seizure', 'PTGS2', 'Triamcinolone']","Question: Is systemic lupus erythematosus (disease) an indication for Triamcinolone?
Answer: YES"
14956,83763,Carbamazepine,manic bipolar affective disorder,disease-protein-drug,indication,"['manic bipolar affective disorder', 'SCN2A', 'Carbamazepine']","Question: Is manic bipolar affective disorder an indication for Carbamazepine?
Answer: YES"
14139,28974,Benzatropine,early-onset parkinsonism-intellectual disability syndrome,disease-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'SLC6A3', 'Benzatropine']","Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Benzatropine?
Answer: YES"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'PACS2', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Answer: NO"
14713,38274,Decitabine,inherited acute myeloid leukemia,disease-protein-drug,indication,"['inherited acute myeloid leukemia', 'DNMT3A', 'Decitabine']","Question: Is inherited acute myeloid leukemia an indication for Decitabine?
Answer: YES"
14320,27219,Dexamethasone,hypogonadotropic hypogonadism with or without anosmia,disease-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'CYP17A1', 'Dexamethasone']","Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Dexamethasone?
Answer: NO"
16014,30715,Chlorprothixene,Wernicke-Korsakoff syndrome,disease-phenotype-protein-drug,contraindication,"['Wernicke-Korsakoff syndrome', 'Memory impairment', 'CHRM1', 'Chlorprothixene']","Question: Is Wernicke-Korsakoff syndrome an indication for Chlorprothixene?
Answer: NO"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'CHRNA5', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Answer: NO"
16793,32629,Chlorothiazide,familial intrahepatic cholestasis,disease-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'IGF1', 'Chlorothiazide']","Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Answer: NO"
14561,83776,Cholecalciferol,postmenopausal osteoporosis,disease-protein-drug,indication,"['postmenopausal osteoporosis', 'VDR', 'Cholecalciferol']","Question: Is postmenopausal osteoporosis an indication for Cholecalciferol?
Answer: YES"
14161,83840,Olanzapine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'DRD3', 'Olanzapine']","Question: Is unipolar depression an indication for Olanzapine?
Answer: YES"
15100,84023,Prochlorperazine,acquired hyperprolactinemia,disease-protein-drug,contraindication,"['acquired hyperprolactinemia', 'DRD2', 'Prochlorperazine']","Question: Is acquired hyperprolactinemia an indication for Prochlorperazine?
Answer: NO"
14299,37703,Sertraline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'ALB', 'Sertraline']","Question: Is neurotic disorder an indication for Sertraline?
Answer: YES"
14232,83791,Olopatadine,vasomotor rhinitis,disease-protein-drug,indication,"['vasomotor rhinitis', 'HRH1', 'Olopatadine']","Question: Is vasomotor rhinitis an indication for Olopatadine?
Answer: YES"
14019,37770,Betamethasone,contact dermatitis,disease-protein-drug,indication,"['contact dermatitis', 'CYP1B1', 'Betamethasone']","Question: Is contact dermatitis an indication for Betamethasone?
Answer: YES"
14320,38513,Dexamethasone,congenital adrenal hyperplasia,disease-protein-drug,indication,"['congenital adrenal hyperplasia', 'CYP17A1', 'Dexamethasone']","Question: Is congenital adrenal hyperplasia an indication for Dexamethasone?
Answer: YES"
14794,35958,Dasatinib,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'IL1RN', 'Dasatinib']","Question: Is hemoglobinopathy an indication for Dasatinib?
Answer: NO"
14641,33605,Dopamine,hypotensive disorder,disease-protein-drug,indication,"['hypotensive disorder', 'SOD1', 'Dopamine']","Question: Is hypotensive disorder an indication for Dopamine?
Answer: YES"
14544,27933,Bupropion,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'SLC6A3', 'Bupropion']","Question: Is anxiety disorder an indication for Bupropion?
Answer: NO"
14212,33025,Verapamil,connective tissue disease,disease-phenotype-protein-drug,contraindication,"['connective tissue disease', 'Seizure', 'KCNJ11', 'Verapamil']","Question: Is connective tissue disease an indication for Verapamil?
Answer: NO"
14176,29494,Fluoxetine,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease-phenotype-protein-drug,contraindication,"['autosomal recessive severe congenital neutropenia due to G6PC3 deficiency', 'Thrombocytopenia', 'XDH', 'Fluoxetine']","Question: Is autosomal recessive severe congenital neutropenia due to G6PC3 deficiency an indication for Fluoxetine?
Answer: NO"
14208,29646,Testosterone,hepatocellular carcinoma,disease-protein-drug,contraindication,"['hepatocellular carcinoma', 'CYP2C8', 'Testosterone']","Question: Is hepatocellular carcinoma an indication for Testosterone?
Answer: NO"
15001,33454,Paliperidone,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Fever', 'HTR2A', 'Paliperidone']","Question: Is neuroleptic malignant syndrome an indication for Paliperidone?
Answer: NO"
14310,33664,Doxepin,sleep apnea syndrome,disease-phenotype-protein-drug,contraindication,"['sleep apnea syndrome', 'Apnea', 'HTR1A', 'Doxepin']","Question: Is sleep apnea syndrome an indication for Doxepin?
Answer: NO"
14156,30035,Amitriptyline,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'CHRM2', 'Amitriptyline']","Question: Is substance abuse/dependence an indication for Amitriptyline?
Answer: NO"
16793,32629,Chlorothiazide,familial intrahepatic cholestasis,disease-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'SORL1', 'Chlorothiazide']","Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Answer: NO"
14156,33454,Amitriptyline,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Nausea', 'ABCB1', 'Amitriptyline']","Question: Is neuroleptic malignant syndrome an indication for Amitriptyline?
Answer: NO"
14830,28801,Amantadine,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Seizure', 'CHRNA4', 'Amantadine']","Question: Is juvenile onset Parkinson disease 19A an indication for Amantadine?
Answer: YES"
14024,29993,Prednisone,classic Hodgkin lymphoma,disease-phenotype-protein-drug,indication,"['classic Hodgkin lymphoma', 'Hepatomegaly', 'ALB', 'Prednisone']","Question: Is classic Hodgkin lymphoma an indication for Prednisone?
Answer: YES"
14212,31650,Verapamil,myasthenia gravis,disease-phenotype-protein-drug,contraindication,"['myasthenia gravis', 'Seizure', 'CACNA1B', 'Verapamil']","Question: Is myasthenia gravis an indication for Verapamil?
Answer: NO"
14140,28313,Ziprasidone,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'CYP3A4', 'Ziprasidone']","Question: Is schizophrenia an indication for Ziprasidone?
Answer: YES"
14807,35958,Epinephrine,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'TNF', 'Epinephrine']","Question: Is hemoglobinopathy an indication for Epinephrine?
Answer: NO"
14540,37703,Amoxapine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'SLC6A2', 'Amoxapine']","Question: Is neurotic disorder an indication for Amoxapine?
Answer: YES"
14383,33603,Oxymetholone,arteriosclerosis disorder,disease-protein-drug,contraindication,"['arteriosclerosis disorder', 'NPPB', 'Oxymetholone']","Question: Is arteriosclerosis disorder an indication for Oxymetholone?
Answer: NO"
15117,83760,Trimipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'ABCB1', 'Trimipramine']","Question: Is dysthymic disorder an indication for Trimipramine?
Answer: YES"
15119,27933,Tranylcypromine,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'CYP2D6', 'Tranylcypromine']","Question: Is anxiety disorder an indication for Tranylcypromine?
Answer: YES"
14220,28396,Apomorphine,multiple system atrophy,disease-phenotype-protein-drug,contraindication,"['multiple system atrophy', 'Resting tremor', 'HTR1A', 'Apomorphine']","Question: Is multiple system atrophy an indication for Apomorphine?
Answer: NO"
14176,83760,Fluoxetine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'ABCB1', 'Fluoxetine']","Question: Is dysthymic disorder an indication for Fluoxetine?
Answer: YES"
15110,33454,Fluphenazine,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Coma', 'CYP2D6', 'Fluphenazine']","Question: Is neuroleptic malignant syndrome an indication for Fluphenazine?
Answer: NO"
14176,38242,Fluoxetine,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'HTR2C', 'Fluoxetine']","Question: Is bipolar disorder an indication for Fluoxetine?
Answer: YES"
17067,32313,Butobarbital,Haddad syndrome,disease-phenotype-protein-drug,contraindication,"['Haddad syndrome', 'Seizure', 'CHRNA4', 'Butobarbital']","Question: Is Haddad syndrome an indication for Butobarbital?
Answer: NO"
15148,27933,Escitalopram,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'HTR2C', 'Escitalopram']","Question: Is anxiety disorder an indication for Escitalopram?
Answer: YES"
14483,35641,Estradiol valerate,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'CHRNA4', 'Estradiol valerate']","Question: Is epilepsy an indication for Estradiol valerate?
Answer: NO"
15117,37703,Trimipramine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'HTR1D', 'Trimipramine']","Question: Is neurotic disorder an indication for Trimipramine?
Answer: YES"
15117,37703,Trimipramine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'DRD2', 'Trimipramine']","Question: Is neurotic disorder an indication for Trimipramine?
Answer: YES"
14543,30035,Desipramine,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'CHRM2', 'Desipramine']","Question: Is substance abuse/dependence an indication for Desipramine?
Answer: NO"
15116,37703,Paroxetine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'CYP2D6', 'Paroxetine']","Question: Is neurotic disorder an indication for Paroxetine?
Answer: YES"
14235,36043,Estradiol,primary ovarian failure,disease-protein-drug,indication,"['primary ovarian failure', 'CYP2C19', 'Estradiol']","Question: Is primary ovarian failure an indication for Estradiol?
Answer: YES"
15590,35641,Lurasidone,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'HTR1A', 'Lurasidone']","Question: Is epilepsy an indication for Lurasidone?
Answer: NO"
14975,36937,Sirolimus,clear cell renal carcinoma,disease-protein-drug,indication,"['clear cell renal carcinoma', 'MTOR', 'Sirolimus']","Question: Is clear cell renal carcinoma an indication for Sirolimus?
Answer: YES"
15778,27219,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Hearing impairment', 'MYO3A', 'Tolazamide']","Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Answer: NO"
15148,33091,Escitalopram,serotonin syndrome,disease-phenotype-protein-drug,contraindication,"['serotonin syndrome', 'Tachycardia', 'DRD2', 'Escitalopram']","Question: Is serotonin syndrome an indication for Escitalopram?
Answer: NO"
14547,83760,Penbutolol,dysthymic disorder,disease-protein-drug,contraindication,"['dysthymic disorder', 'HTR1A', 'Penbutolol']","Question: Is dysthymic disorder an indication for Penbutolol?
Answer: NO"
14737,36794,Carboplatin,ovarian adenocarcinoma,disease-protein-drug,indication,"['ovarian adenocarcinoma', 'SOD1', 'Carboplatin']","Question: Is ovarian adenocarcinoma an indication for Carboplatin?
Answer: YES"
14707,33622,Ferrous sulfate anhydrous,microcytic anemia,disease-protein-drug,indication,"['microcytic anemia', 'SLC11A2', 'Ferrous sulfate anhydrous']","Question: Is microcytic anemia an indication for Ferrous sulfate anhydrous?
Answer: YES"
20146,31618,Magnesium carbonate,congenital central hypoventilation syndrome,disease-phenotype-protein-drug,contraindication,"['congenital central hypoventilation syndrome', 'Seizure', 'CNNM2', 'Magnesium carbonate']","Question: Is congenital central hypoventilation syndrome an indication for Magnesium carbonate?
Answer: NO"
14220,31408,Apomorphine,X-linked parkinsonism-spasticity syndrome,disease-protein-drug,indication,"['X-linked parkinsonism-spasticity syndrome', 'DRD2', 'Apomorphine']","Question: Is X-linked parkinsonism-spasticity syndrome an indication for Apomorphine?
Answer: YES"
14758,36000,Capecitabine,gastric neoplasm,disease-protein-drug,indication,"['gastric neoplasm', 'TYMP', 'Capecitabine']","Question: Is gastric neoplasm an indication for Capecitabine?
Answer: YES"
14792,36035,Paclitaxel,hypertension,disease-protein-drug,indication,"['hypertension', 'CYP3A5', 'Paclitaxel']","Question: Is hypertension an indication for Paclitaxel?
Answer: YES"
14137,28249,Butabarbital,major affective disorder,disease-protein-drug,contraindication,"['major affective disorder', 'GABRA3', 'Butabarbital']","Question: Is major affective disorder an indication for Butabarbital?
Answer: NO"
15150,29494,Propafenone,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease-phenotype-protein-drug,contraindication,"['autosomal recessive severe congenital neutropenia due to G6PC3 deficiency', 'Hepatomegaly', 'CYP1A2', 'Propafenone']","Question: Is autosomal recessive severe congenital neutropenia due to G6PC3 deficiency an indication for Propafenone?
Answer: NO"
16842,30093,Pramipexole,parkinsonian-pyramidal syndrome,disease-phenotype-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'Tremor', 'HTR1A', 'Pramipexole']","Question: Is parkinsonian-pyramidal syndrome an indication for Pramipexole?
Answer: YES"
16792,27478,Methazolamide,renal tubular acidosis,disease-protein-drug,contraindication,"['renal tubular acidosis', 'CA2', 'Methazolamide']","Question: Is renal tubular acidosis an indication for Methazolamide?
Answer: NO"
14342,35966,Testosterone propionate,prostate cancer,disease-protein-drug,contraindication,"['prostate cancer', 'AR', 'Testosterone propionate']","Question: Is prostate cancer an indication for Testosterone propionate?
Answer: NO"
14208,35966,Testosterone,prostate cancer,disease-protein-drug,contraindication,"['prostate cancer', 'CYP1B1', 'Testosterone']","Question: Is prostate cancer an indication for Testosterone?
Answer: NO"
14176,29494,Fluoxetine,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease-phenotype-protein-drug,contraindication,"['autosomal recessive severe congenital neutropenia due to G6PC3 deficiency', 'Pulmonary arterial hypertension', 'SOD2', 'Fluoxetine']","Question: Is autosomal recessive severe congenital neutropenia due to G6PC3 deficiency an indication for Fluoxetine?
Answer: NO"
16550,30035,Dipyridamole,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'ABCB1', 'Dipyridamole']","Question: Is substance abuse/dependence an indication for Dipyridamole?
Answer: NO"
14148,38242,Atomoxetine,bipolar disorder,disease-protein-drug,contraindication,"['bipolar disorder', 'SLC6A2', 'Atomoxetine']","Question: Is bipolar disorder an indication for Atomoxetine?
Answer: NO"
14542,37703,Maprotiline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'HTR7', 'Maprotiline']","Question: Is neurotic disorder an indication for Maprotiline?
Answer: YES"
14321,28974,Levodopa,early-onset parkinsonism-intellectual disability syndrome,disease-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'DRD1', 'Levodopa']","Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Levodopa?
Answer: YES"
14161,28149,Olanzapine,orthostatic hypotension,disease-protein-drug,contraindication,"['orthostatic hypotension', 'ABCB1', 'Olanzapine']","Question: Is orthostatic hypotension an indication for Olanzapine?
Answer: NO"
14321,32974,Levodopa,atypical juvenile parkinsonism,disease-protein-drug,indication,"['atypical juvenile parkinsonism', 'DRD1', 'Levodopa']","Question: Is atypical juvenile parkinsonism an indication for Levodopa?
Answer: YES"
14768,30094,Dalteparin,antithrombin III deficiency,disease-protein-drug,contraindication,"['antithrombin III deficiency', 'SERPINC1', 'Dalteparin']","Question: Is antithrombin III deficiency an indication for Dalteparin?
Answer: NO"
15116,33454,Paroxetine,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Tremor', 'HTR1A', 'Paroxetine']","Question: Is neuroleptic malignant syndrome an indication for Paroxetine?
Answer: NO"
14993,28780,Phenobarbital,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'CHRNA4', 'Phenobarbital']","Question: Is Alzheimer disease an indication for Phenobarbital?
Answer: NO"
14176,27933,Fluoxetine,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'ABCB1', 'Fluoxetine']","Question: Is anxiety disorder an indication for Fluoxetine?
Answer: YES"
14945,83870,Sorafenib,undifferentiated carcinoma of liver and intrahepatic biliary tract,disease-protein-drug,indication,"['undifferentiated carcinoma of liver and intrahepatic biliary tract', 'CYP2B6', 'Sorafenib']","Question: Is undifferentiated carcinoma of liver and intrahepatic biliary tract an indication for Sorafenib?
Answer: YES"
14280,27292,Glyburide,glycogen storage disease,disease-phenotype-protein-drug,contraindication,"['glycogen storage disease', 'Arrhythmia', 'KCNJ8', 'Glyburide']","Question: Is glycogen storage disease an indication for Glyburide?
Answer: NO"
14764,36229,Mercaptopurine,agranulocytosis,disease-protein-drug,contraindication,"['agranulocytosis', 'TPMT', 'Mercaptopurine']","Question: Is agranulocytosis an indication for Mercaptopurine?
Answer: NO"
14221,27746,Norethisterone,intrahepatic cholestasis,disease-phenotype-protein-drug,contraindication,"['intrahepatic cholestasis', 'Elevated hepatic transaminase', 'CYP1A2', 'Norethisterone']","Question: Is intrahepatic cholestasis an indication for Norethisterone?
Answer: NO"
16347,29113,Ferrous fumarate,diabetic ketoacidosis,disease-protein-drug,contraindication,"['diabetic ketoacidosis', 'CP', 'Ferrous fumarate']","Question: Is diabetic ketoacidosis an indication for Ferrous fumarate?
Answer: NO"
14190,28849,Fluorouracil,colorectal cancer,disease-protein-drug,indication,"['colorectal cancer', 'ABCC3', 'Fluorouracil']","Question: Is colorectal cancer an indication for Fluorouracil?
Answer: YES"
14030,33654,Prednisolone,uveitis,disease-protein-drug,indication,"['uveitis', 'ALB', 'Prednisolone']","Question: Is uveitis an indication for Prednisolone?
Answer: YES"
15074,27921,Amphetamine,attention deficit-hyperactivity disorder,disease-protein-drug,indication,"['attention deficit-hyperactivity disorder', 'SLC6A3', 'Amphetamine']","Question: Is attention deficit-hyperactivity disorder an indication for Amphetamine?
Answer: YES"
14152,29113,Chlorthalidone,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'MRC1', 'Chlorthalidone']","Question: Is diabetic ketoacidosis an indication for Chlorthalidone?
Answer: NO"
14351,33454,Thiothixene,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Tachycardia', 'DRD2', 'Thiothixene']","Question: Is neuroleptic malignant syndrome an indication for Thiothixene?
Answer: NO"
17174,83960,Rivastigmine,Alzheimer disease without neurofibrillary tangles,disease-protein-drug,indication,"['Alzheimer disease without neurofibrillary tangles', 'BCHE', 'Rivastigmine']","Question: Is Alzheimer disease without neurofibrillary tangles an indication for Rivastigmine?
Answer: YES"
14323,38242,Aripiprazole,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'GRIN3A', 'Aripiprazole']","Question: Is bipolar disorder an indication for Aripiprazole?
Answer: YES"
14208,32899,Testosterone,pituitary deficiency due to Rathke's pouch cysts,disease-protein-drug,indication,"[""pituitary deficiency due to Rathke's pouch cysts"", 'CYP19A1', 'Testosterone']","Question: Is pituitary deficiency due to Rathke's pouch cysts an indication for Testosterone?
Answer: YES"
14206,33128,Chloroquine,malaria,disease-phenotype-protein-drug,indication,"['malaria', 'Fever', 'HMGB1', 'Chloroquine']","Question: Is malaria an indication for Chloroquine?
Answer: YES"
19207,30093,Carbidopa,parkinsonian-pyramidal syndrome,disease-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'DDC', 'Carbidopa']","Question: Is parkinsonian-pyramidal syndrome an indication for Carbidopa?
Answer: YES"
14913,27626,Trifluoperazine,thrombocytopenia,disease-phenotype-protein-drug,contraindication,"['thrombocytopenia', 'Thrombocytopenia', 'XDH', 'Trifluoperazine']","Question: Is thrombocytopenia an indication for Trifluoperazine?
Answer: NO"
