gene_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,gene_name,gene_type
3199,32759,15193,Rotigotine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD1,gene/protein
3199,32974,14220,Apomorphine,drug,atypical juvenile parkinsonism,disease,DRD1,gene/protein
3199,32974,15493,Bromocriptine,drug,atypical juvenile parkinsonism,disease,DRD1,gene/protein
3199,32974,14321,Levodopa,drug,atypical juvenile parkinsonism,disease,DRD1,gene/protein
3199,32974,15193,Rotigotine,drug,atypical juvenile parkinsonism,disease,DRD1,gene/protein
3199,33241,14220,Apomorphine,drug,hereditary late onset Parkinson disease,disease,DRD1,gene/protein
3199,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,DRD1,gene/protein
3199,33241,14321,Levodopa,drug,hereditary late onset Parkinson disease,disease,DRD1,gene/protein
3199,33241,15193,Rotigotine,drug,hereditary late onset Parkinson disease,disease,DRD1,gene/protein
2401,28547,15291,Ropinirole,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,16842,Pramipexole,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,14220,Apomorphine,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,14830,Amantadine,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,15490,Pergolide,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,15493,Bromocriptine,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,14321,Levodopa,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,15193,Rotigotine,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,17270,Pimavanserin,drug,Parkinson disease,disease,DRD2,gene/protein
2401,28547,17414,Piribedil,drug,Parkinson disease,disease,DRD2,gene/protein
2401,30093,15291,Ropinirole,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,30093,16842,Pramipexole,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,30093,14220,Apomorphine,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,30093,14830,Amantadine,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,30093,15493,Bromocriptine,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,30093,14321,Levodopa,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,30093,15193,Rotigotine,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,30093,17270,Pimavanserin,drug,parkinsonian-pyramidal syndrome,disease,DRD2,gene/protein
2401,31408,15291,Ropinirole,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,31408,16842,Pramipexole,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,31408,14220,Apomorphine,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,31408,14830,Amantadine,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,31408,15493,Bromocriptine,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,31408,14321,Levodopa,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,31408,15193,Rotigotine,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,31408,17270,Pimavanserin,drug,X-linked parkinsonism-spasticity syndrome,disease,DRD2,gene/protein
2401,28974,15291,Ropinirole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28974,16842,Pramipexole,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28974,14220,Apomorphine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28974,14830,Amantadine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28974,15493,Bromocriptine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28974,14321,Levodopa,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28974,15193,Rotigotine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28974,17270,Pimavanserin,drug,early-onset parkinsonism-intellectual disability syndrome,disease,DRD2,gene/protein
2401,28801,15291,Ropinirole,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,28801,16842,Pramipexole,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,28801,14220,Apomorphine,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,28801,14830,Amantadine,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,28801,15493,Bromocriptine,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,28801,14321,Levodopa,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,28801,15193,Rotigotine,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,28801,17270,Pimavanserin,drug,juvenile onset Parkinson disease 19A,disease,DRD2,gene/protein
2401,32759,15291,Ropinirole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32759,16842,Pramipexole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32759,14220,Apomorphine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32759,14830,Amantadine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32759,15493,Bromocriptine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32759,14321,Levodopa,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32759,15193,Rotigotine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32759,17270,Pimavanserin,drug,hemiparkinsonism-hemiatrophy syndrome,disease,DRD2,gene/protein
2401,32974,15291,Ropinirole,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,32974,16842,Pramipexole,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,32974,14220,Apomorphine,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,32974,14830,Amantadine,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,32974,15493,Bromocriptine,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,32974,14321,Levodopa,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,32974,15193,Rotigotine,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,32974,17270,Pimavanserin,drug,atypical juvenile parkinsonism,disease,DRD2,gene/protein
2401,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
2401,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
2401,33241,14220,Apomorphine,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
2401,33241,14830,Amantadine,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
2401,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
2401,33241,14321,Levodopa,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
2401,33241,15193,Rotigotine,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
2401,33241,17270,Pimavanserin,drug,hereditary late onset Parkinson disease,disease,DRD2,gene/protein
1650,28547,14904,Safinamide,drug,Parkinson disease,disease,MAOA,gene/protein
1650,28547,15138,Selegiline,drug,Parkinson disease,disease,MAOA,gene/protein
1650,30093,14904,Safinamide,drug,parkinsonian-pyramidal syndrome,disease,MAOA,gene/protein
1650,30093,15138,Selegiline,drug,parkinsonian-pyramidal syndrome,disease,MAOA,gene/protein
1650,31408,14904,Safinamide,drug,X-linked parkinsonism-spasticity syndrome,disease,MAOA,gene/protein
1650,31408,15138,Selegiline,drug,X-linked parkinsonism-spasticity syndrome,disease,MAOA,gene/protein
1650,28974,14904,Safinamide,drug,early-onset parkinsonism-intellectual disability syndrome,disease,MAOA,gene/protein
1650,28974,15138,Selegiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,MAOA,gene/protein
1650,28801,14904,Safinamide,drug,juvenile onset Parkinson disease 19A,disease,MAOA,gene/protein
1650,28801,15138,Selegiline,drug,juvenile onset Parkinson disease 19A,disease,MAOA,gene/protein
1650,32759,14904,Safinamide,drug,hemiparkinsonism-hemiatrophy syndrome,disease,MAOA,gene/protein
1650,32759,15138,Selegiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,MAOA,gene/protein
1650,32974,14904,Safinamide,drug,atypical juvenile parkinsonism,disease,MAOA,gene/protein
1650,32974,15138,Selegiline,drug,atypical juvenile parkinsonism,disease,MAOA,gene/protein
1650,33241,14904,Safinamide,drug,hereditary late onset Parkinson disease,disease,MAOA,gene/protein
1650,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,MAOA,gene/protein
8192,28547,14830,Amantadine,drug,Parkinson disease,disease,MAOB,gene/protein
8192,28547,15138,Selegiline,drug,Parkinson disease,disease,MAOB,gene/protein
8192,28547,15333,Rasagiline,drug,Parkinson disease,disease,MAOB,gene/protein
8192,28547,14904,Safinamide,drug,Parkinson disease,disease,MAOB,gene/protein
8192,30093,14830,Amantadine,drug,parkinsonian-pyramidal syndrome,disease,MAOB,gene/protein
8192,30093,15138,Selegiline,drug,parkinsonian-pyramidal syndrome,disease,MAOB,gene/protein
8192,30093,15333,Rasagiline,drug,parkinsonian-pyramidal syndrome,disease,MAOB,gene/protein
8192,30093,14904,Safinamide,drug,parkinsonian-pyramidal syndrome,disease,MAOB,gene/protein
8192,31408,14830,Amantadine,drug,X-linked parkinsonism-spasticity syndrome,disease,MAOB,gene/protein
8192,31408,15138,Selegiline,drug,X-linked parkinsonism-spasticity syndrome,disease,MAOB,gene/protein
8192,31408,15333,Rasagiline,drug,X-linked parkinsonism-spasticity syndrome,disease,MAOB,gene/protein
8192,31408,14904,Safinamide,drug,X-linked parkinsonism-spasticity syndrome,disease,MAOB,gene/protein
8192,28974,14830,Amantadine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,MAOB,gene/protein
8192,28974,15138,Selegiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,MAOB,gene/protein
8192,28974,15333,Rasagiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,MAOB,gene/protein
8192,28974,14904,Safinamide,drug,early-onset parkinsonism-intellectual disability syndrome,disease,MAOB,gene/protein
8192,28801,14830,Amantadine,drug,juvenile onset Parkinson disease 19A,disease,MAOB,gene/protein
8192,28801,15138,Selegiline,drug,juvenile onset Parkinson disease 19A,disease,MAOB,gene/protein
8192,28801,15333,Rasagiline,drug,juvenile onset Parkinson disease 19A,disease,MAOB,gene/protein
8192,28801,14904,Safinamide,drug,juvenile onset Parkinson disease 19A,disease,MAOB,gene/protein
8192,32759,14830,Amantadine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,MAOB,gene/protein
8192,32759,15138,Selegiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,MAOB,gene/protein
8192,32759,15333,Rasagiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,MAOB,gene/protein
8192,32759,14904,Safinamide,drug,hemiparkinsonism-hemiatrophy syndrome,disease,MAOB,gene/protein
8192,32974,14830,Amantadine,drug,atypical juvenile parkinsonism,disease,MAOB,gene/protein
8192,32974,15138,Selegiline,drug,atypical juvenile parkinsonism,disease,MAOB,gene/protein
8192,32974,15333,Rasagiline,drug,atypical juvenile parkinsonism,disease,MAOB,gene/protein
8192,32974,14904,Safinamide,drug,atypical juvenile parkinsonism,disease,MAOB,gene/protein
8192,33241,14830,Amantadine,drug,hereditary late onset Parkinson disease,disease,MAOB,gene/protein
8192,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,MAOB,gene/protein
8192,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,MAOB,gene/protein
8192,33241,14904,Safinamide,drug,hereditary late onset Parkinson disease,disease,MAOB,gene/protein
4152,28547,15138,Selegiline,drug,Parkinson disease,disease,ABCB1,gene/protein
4152,28547,15493,Bromocriptine,drug,Parkinson disease,disease,ABCB1,gene/protein
4152,28547,14452,Istradefylline,drug,Parkinson disease,disease,ABCB1,gene/protein
4152,30093,15138,Selegiline,drug,parkinsonian-pyramidal syndrome,disease,ABCB1,gene/protein
4152,30093,15493,Bromocriptine,drug,parkinsonian-pyramidal syndrome,disease,ABCB1,gene/protein
4152,30093,14452,Istradefylline,drug,parkinsonian-pyramidal syndrome,disease,ABCB1,gene/protein
4152,31408,15138,Selegiline,drug,X-linked parkinsonism-spasticity syndrome,disease,ABCB1,gene/protein
4152,31408,15493,Bromocriptine,drug,X-linked parkinsonism-spasticity syndrome,disease,ABCB1,gene/protein
4152,31408,14452,Istradefylline,drug,X-linked parkinsonism-spasticity syndrome,disease,ABCB1,gene/protein
4152,28974,15138,Selegiline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,ABCB1,gene/protein
4152,28974,15493,Bromocriptine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,ABCB1,gene/protein
4152,28974,14452,Istradefylline,drug,early-onset parkinsonism-intellectual disability syndrome,disease,ABCB1,gene/protein
4152,28801,15138,Selegiline,drug,juvenile onset Parkinson disease 19A,disease,ABCB1,gene/protein
4152,28801,15493,Bromocriptine,drug,juvenile onset Parkinson disease 19A,disease,ABCB1,gene/protein
4152,28801,14452,Istradefylline,drug,juvenile onset Parkinson disease 19A,disease,ABCB1,gene/protein
4152,32759,15138,Selegiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,ABCB1,gene/protein
4152,32759,15493,Bromocriptine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,ABCB1,gene/protein
4152,32759,14452,Istradefylline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,ABCB1,gene/protein
4152,32974,15138,Selegiline,drug,atypical juvenile parkinsonism,disease,ABCB1,gene/protein
4152,32974,15493,Bromocriptine,drug,atypical juvenile parkinsonism,disease,ABCB1,gene/protein
4152,32974,14452,Istradefylline,drug,atypical juvenile parkinsonism,disease,ABCB1,gene/protein
4152,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,ABCB1,gene/protein
4152,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,ABCB1,gene/protein
4152,33241,14452,Istradefylline,drug,hereditary late onset Parkinson disease,disease,ABCB1,gene/protein
1311,28547,14139,Benzatropine,drug,Parkinson disease,disease,SLC6A3,gene/protein
1311,30093,14139,Benzatropine,drug,parkinsonian-pyramidal syndrome,disease,SLC6A3,gene/protein
1311,31408,14139,Benzatropine,drug,X-linked parkinsonism-spasticity syndrome,disease,SLC6A3,gene/protein
1311,28974,14139,Benzatropine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,SLC6A3,gene/protein
1311,28801,14139,Benzatropine,drug,juvenile onset Parkinson disease 19A,disease,SLC6A3,gene/protein
1311,32759,14139,Benzatropine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,SLC6A3,gene/protein
1311,32974,14139,Benzatropine,drug,atypical juvenile parkinsonism,disease,SLC6A3,gene/protein
1311,33241,14139,Benzatropine,drug,hereditary late onset Parkinson disease,disease,SLC6A3,gene/protein
9487,28547,14220,Apomorphine,drug,Parkinson disease,disease,SLC18A2,gene/protein
9487,30093,14220,Apomorphine,drug,parkinsonian-pyramidal syndrome,disease,SLC18A2,gene/protein
9487,31408,14220,Apomorphine,drug,X-linked parkinsonism-spasticity syndrome,disease,SLC18A2,gene/protein
9487,28974,14220,Apomorphine,drug,early-onset parkinsonism-intellectual disability syndrome,disease,SLC18A2,gene/protein
9487,28801,14220,Apomorphine,drug,juvenile onset Parkinson disease 19A,disease,SLC18A2,gene/protein
9487,32759,14220,Apomorphine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,SLC18A2,gene/protein
9487,32974,14220,Apomorphine,drug,atypical juvenile parkinsonism,disease,SLC18A2,gene/protein
9487,33241,14220,Apomorphine,drug,hereditary late onset Parkinson disease,disease,SLC18A2,gene/protein
13807,30035,14981,Buprenorphine,drug,substance abuse/dependence,disease,CYP2D6,gene/protein
6529,30035,18756,Acamprosate,drug,substance abuse/dependence,disease,GRM5,gene/protein
568,33675,14784,Theophylline,drug,asthma,disease,PARP1,gene/protein
568,83781,14784,Theophylline,drug,intrinsic asthma,disease,PARP1,gene/protein
568,39773,14784,Theophylline,drug,allergic asthma,disease,PARP1,gene/protein
1494,33675,16352,Norepinephrine,drug,asthma,disease,ADRB2,gene/protein
1494,33675,14807,Epinephrine,drug,asthma,disease,ADRB2,gene/protein
1494,33675,17560,Orciprenaline,drug,asthma,disease,ADRB2,gene/protein
1494,33675,14848,Terbutaline,drug,asthma,disease,ADRB2,gene/protein
1494,33675,17561,Bitolterol,drug,asthma,disease,ADRB2,gene/protein
1494,33675,15479,Salbutamol,drug,asthma,disease,ADRB2,gene/protein
1494,33675,16532,Pirbuterol,drug,asthma,disease,ADRB2,gene/protein
1494,33675,15614,Vilanterol,drug,asthma,disease,ADRB2,gene/protein
1494,33675,17568,Tulobuterol,drug,asthma,disease,ADRB2,gene/protein
1494,33675,15254,Levosalbutamol,drug,asthma,disease,ADRB2,gene/protein
1494,83781,16352,Norepinephrine,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,17560,Orciprenaline,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,14848,Terbutaline,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,17561,Bitolterol,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,14263,Salmeterol,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,14272,Formoterol,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,16532,Pirbuterol,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,15614,Vilanterol,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,83781,17568,Tulobuterol,drug,intrinsic asthma,disease,ADRB2,gene/protein
1494,39773,16352,Norepinephrine,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,17560,Orciprenaline,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,14848,Terbutaline,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,17561,Bitolterol,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,14263,Salmeterol,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,14272,Formoterol,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,16532,Pirbuterol,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,15614,Vilanterol,drug,allergic asthma,disease,ADRB2,gene/protein
1494,39773,17568,Tulobuterol,drug,allergic asthma,disease,ADRB2,gene/protein
3631,83781,14599,Montelukast,drug,intrinsic asthma,disease,ALOX5,gene/protein
3631,83781,14226,Zileuton,drug,intrinsic asthma,disease,ALOX5,gene/protein
3631,39773,14599,Montelukast,drug,allergic asthma,disease,ALOX5,gene/protein
3631,39773,14226,Zileuton,drug,allergic asthma,disease,ALOX5,gene/protein
13122,33675,14028,Hydrocortisone,drug,asthma,disease,HSD11B2,gene/protein
13122,33675,14320,Dexamethasone,drug,asthma,disease,HSD11B2,gene/protein
13122,33675,14042,Hydrocortisone acetate,drug,asthma,disease,HSD11B2,gene/protein
13122,83781,14028,Hydrocortisone,drug,intrinsic asthma,disease,HSD11B2,gene/protein
13122,83781,14320,Dexamethasone,drug,intrinsic asthma,disease,HSD11B2,gene/protein
13122,83781,14042,Hydrocortisone acetate,drug,intrinsic asthma,disease,HSD11B2,gene/protein
13122,39773,14028,Hydrocortisone,drug,allergic asthma,disease,HSD11B2,gene/protein
13122,39773,14320,Dexamethasone,drug,allergic asthma,disease,HSD11B2,gene/protein
13122,39773,14042,Hydrocortisone acetate,drug,allergic asthma,disease,HSD11B2,gene/protein
4738,33675,15511,Pranlukast,drug,asthma,disease,IL5,gene/protein
4738,83781,15511,Pranlukast,drug,intrinsic asthma,disease,IL5,gene/protein
4738,39773,15511,Pranlukast,drug,allergic asthma,disease,IL5,gene/protein
373,33675,14320,Dexamethasone,drug,asthma,disease,NOS2,gene/protein
373,83781,14320,Dexamethasone,drug,intrinsic asthma,disease,NOS2,gene/protein
373,39773,14320,Dexamethasone,drug,allergic asthma,disease,NOS2,gene/protein
8130,33675,14784,Theophylline,drug,asthma,disease,PDE4B,gene/protein
8130,33675,15956,Dyphylline,drug,asthma,disease,PDE4B,gene/protein
8130,33675,17224,Ibudilast,drug,asthma,disease,PDE4B,gene/protein
8130,83781,14784,Theophylline,drug,intrinsic asthma,disease,PDE4B,gene/protein
8130,83781,15956,Dyphylline,drug,intrinsic asthma,disease,PDE4B,gene/protein
8130,83781,17224,Ibudilast,drug,intrinsic asthma,disease,PDE4B,gene/protein
8130,39773,14784,Theophylline,drug,allergic asthma,disease,PDE4B,gene/protein
8130,39773,15956,Dyphylline,drug,allergic asthma,disease,PDE4B,gene/protein
8130,39773,17224,Ibudilast,drug,allergic asthma,disease,PDE4B,gene/protein
1873,33675,15956,Dyphylline,drug,asthma,disease,PDE4D,gene/protein
1873,33675,17224,Ibudilast,drug,asthma,disease,PDE4D,gene/protein
1873,83781,15956,Dyphylline,drug,intrinsic asthma,disease,PDE4D,gene/protein
1873,83781,17224,Ibudilast,drug,intrinsic asthma,disease,PDE4D,gene/protein
1873,39773,15956,Dyphylline,drug,allergic asthma,disease,PDE4D,gene/protein
1873,39773,17224,Ibudilast,drug,allergic asthma,disease,PDE4D,gene/protein
10258,33675,15511,Pranlukast,drug,asthma,disease,RNASE3,gene/protein
10258,83781,15511,Pranlukast,drug,intrinsic asthma,disease,RNASE3,gene/protein
10258,39773,15511,Pranlukast,drug,allergic asthma,disease,RNASE3,gene/protein
2329,33675,14807,Epinephrine,drug,asthma,disease,TNF,gene/protein
2329,33675,15511,Pranlukast,drug,asthma,disease,TNF,gene/protein
2329,83781,15511,Pranlukast,drug,intrinsic asthma,disease,TNF,gene/protein
2329,39773,15511,Pranlukast,drug,allergic asthma,disease,TNF,gene/protein
3199,83763,14140,Ziprasidone,drug,manic bipolar affective disorder,disease,DRD1,gene/protein
3199,83763,14161,Olanzapine,drug,manic bipolar affective disorder,disease,DRD1,gene/protein
3199,83763,14178,Chlorpromazine,drug,manic bipolar affective disorder,disease,DRD1,gene/protein
3199,83763,14223,Risperidone,drug,manic bipolar affective disorder,disease,DRD1,gene/protein
3199,83763,14999,Quetiapine,drug,manic bipolar affective disorder,disease,DRD1,gene/protein
3199,83763,14323,Aripiprazole,drug,manic bipolar affective disorder,disease,DRD1,gene/protein
3199,83763,14380,Asenapine,drug,manic bipolar affective disorder,disease,DRD1,gene/protein
10319,83763,14140,Ziprasidone,drug,manic bipolar affective disorder,disease,DRD5,gene/protein
10319,83763,14161,Olanzapine,drug,manic bipolar affective disorder,disease,DRD5,gene/protein
10319,83763,14178,Chlorpromazine,drug,manic bipolar affective disorder,disease,DRD5,gene/protein
10319,83763,14999,Quetiapine,drug,manic bipolar affective disorder,disease,DRD5,gene/protein
10319,83763,14323,Aripiprazole,drug,manic bipolar affective disorder,disease,DRD5,gene/protein
10093,83763,14323,Aripiprazole,drug,manic bipolar affective disorder,disease,GRIN2A,gene/protein
33,83763,17829,Lithium citrate,drug,manic bipolar affective disorder,disease,GSK3B,gene/protein
33,83763,17831,Lithium carbonate,drug,manic bipolar affective disorder,disease,GSK3B,gene/protein
3417,83763,14140,Ziprasidone,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,14161,Olanzapine,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,15098,Promazine,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,14178,Chlorpromazine,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,14223,Risperidone,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,14999,Quetiapine,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,14323,Aripiprazole,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,15194,Cariprazine,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
3417,83763,14380,Asenapine,drug,manic bipolar affective disorder,disease,HTR2A,gene/protein
9441,83763,14153,Valproic acid,drug,manic bipolar affective disorder,disease,SCN2A,gene/protein
9441,83763,14956,Carbamazepine,drug,manic bipolar affective disorder,disease,SCN2A,gene/protein
2591,83763,14323,Aripiprazole,drug,manic bipolar affective disorder,disease,SLC6A4,gene/protein
2481,28208,14280,Glyburide,drug,type 2 diabetes mellitus,disease,CPT1A,gene/protein
2481,33575,14280,Glyburide,drug,diabetes mellitus (disease),disease,CPT1A,gene/protein
3955,28208,14799,Insulin human,drug,type 2 diabetes mellitus,disease,CYP1A2,gene/protein
3955,28208,15282,Insulin lispro,drug,type 2 diabetes mellitus,disease,CYP1A2,gene/protein
3955,28208,15283,Insulin glargine,drug,type 2 diabetes mellitus,disease,CYP1A2,gene/protein
3955,28208,15201,Dapagliflozin,drug,type 2 diabetes mellitus,disease,CYP1A2,gene/protein
3955,28208,15373,Lobeglitazone,drug,type 2 diabetes mellitus,disease,CYP1A2,gene/protein
3955,33575,14799,Insulin human,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,15282,Insulin lispro,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,15283,Insulin glargine,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,15331,Insulin aspart,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,14329,Insulin detemir,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,15332,Insulin glulisine,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,15201,Dapagliflozin,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,15373,Lobeglitazone,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
3955,33575,14435,Insulin degludec,drug,diabetes mellitus (disease),disease,CYP1A2,gene/protein
447,28208,14385,Liraglutide,drug,type 2 diabetes mellitus,disease,GLP1R,gene/protein
447,28208,17949,Albiglutide,drug,type 2 diabetes mellitus,disease,GLP1R,gene/protein
447,28208,17950,Dulaglutide,drug,type 2 diabetes mellitus,disease,GLP1R,gene/protein
447,28208,17951,Lixisenatide,drug,type 2 diabetes mellitus,disease,GLP1R,gene/protein
447,28208,14475,Semaglutide,drug,type 2 diabetes mellitus,disease,GLP1R,gene/protein
447,33575,14385,Liraglutide,drug,diabetes mellitus (disease),disease,GLP1R,gene/protein
447,33575,17949,Albiglutide,drug,diabetes mellitus (disease),disease,GLP1R,gene/protein
447,33575,17950,Dulaglutide,drug,diabetes mellitus (disease),disease,GLP1R,gene/protein
447,33575,17951,Lixisenatide,drug,diabetes mellitus (disease),disease,GLP1R,gene/protein
447,33575,14475,Semaglutide,drug,diabetes mellitus (disease),disease,GLP1R,gene/protein
4536,28208,14799,Insulin human,drug,type 2 diabetes mellitus,disease,INSR,gene/protein
4536,28208,15282,Insulin lispro,drug,type 2 diabetes mellitus,disease,INSR,gene/protein
4536,28208,15283,Insulin glargine,drug,type 2 diabetes mellitus,disease,INSR,gene/protein
4536,33575,14799,Insulin human,drug,diabetes mellitus (disease),disease,INSR,gene/protein
4536,33575,15282,Insulin lispro,drug,diabetes mellitus (disease),disease,INSR,gene/protein
4536,33575,15283,Insulin glargine,drug,diabetes mellitus (disease),disease,INSR,gene/protein
4536,33575,15331,Insulin aspart,drug,diabetes mellitus (disease),disease,INSR,gene/protein
