phenotype_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,phenotype_name,phenotype_type
22604,32702,14030,Prednisolone,drug,keratoconjunctivitis,disease,Keratitis,effect/phenotype
22604,32702,20418,Tobramycin,drug,keratoconjunctivitis,disease,Keratitis,effect/phenotype
84767,32702,14320,Dexamethasone,drug,keratoconjunctivitis,disease,Dry skin,effect/phenotype
84767,32702,14028,Hydrocortisone,drug,keratoconjunctivitis,disease,Dry skin,effect/phenotype
84767,32702,14030,Prednisolone,drug,keratoconjunctivitis,disease,Dry skin,effect/phenotype
84767,32702,20418,Tobramycin,drug,keratoconjunctivitis,disease,Dry skin,effect/phenotype
25900,32702,14320,Dexamethasone,drug,keratoconjunctivitis,disease,Blepharitis,effect/phenotype
88744,32702,20418,Tobramycin,drug,keratoconjunctivitis,disease,Loss of eyelashes,effect/phenotype
84771,31511,14320,Dexamethasone,drug,autoimmune thrombocytopenic,disease,Petechiae,effect/phenotype
84771,31511,14019,Betamethasone,drug,autoimmune thrombocytopenic,disease,Petechiae,effect/phenotype
84771,31511,14028,Hydrocortisone,drug,autoimmune thrombocytopenic,disease,Petechiae,effect/phenotype
84771,31511,14269,Methylprednisolone,drug,autoimmune thrombocytopenic,disease,Petechiae,effect/phenotype
84771,31511,14030,Prednisolone,drug,autoimmune thrombocytopenic,disease,Petechiae,effect/phenotype
84771,31511,14024,Prednisone,drug,autoimmune thrombocytopenic,disease,Petechiae,effect/phenotype
84771,31511,14023,Triamcinolone,drug,autoimmune thrombocytopenic,disease,Petechiae,effect/phenotype
23764,31511,14023,Triamcinolone,drug,autoimmune thrombocytopenic,disease,Epistaxis,effect/phenotype
84774,31511,14320,Dexamethasone,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,14019,Betamethasone,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,14028,Hydrocortisone,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,14269,Methylprednisolone,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,14030,Prednisolone,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,14024,Prednisone,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,14023,Triamcinolone,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,19611,Romiplostim,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
84774,31511,15354,Eltrombopag,drug,autoimmune thrombocytopenic,disease,Bruising susceptibility,effect/phenotype
23079,31511,14024,Prednisone,drug,autoimmune thrombocytopenic,disease,Gastrointestinal hemorrhage,effect/phenotype
22952,32710,14288,Benzylpenicillin,drug,inhalational anthrax,disease,Fever,effect/phenotype
22952,32710,15425,Doxycycline,drug,inhalational anthrax,disease,Fever,effect/phenotype
25620,32710,14288,Benzylpenicillin,drug,inhalational anthrax,disease,Fatigue,effect/phenotype
26162,32710,14288,Benzylpenicillin,drug,inhalational anthrax,disease,Confusion,effect/phenotype
26162,32710,15425,Doxycycline,drug,inhalational anthrax,disease,Confusion,effect/phenotype
23157,32710,14288,Benzylpenicillin,drug,inhalational anthrax,disease,Vomiting,effect/phenotype
23157,32710,15180,Fusidic acid,drug,inhalational anthrax,disease,Vomiting,effect/phenotype
23157,32710,15425,Doxycycline,drug,inhalational anthrax,disease,Vomiting,effect/phenotype
23011,32710,14288,Benzylpenicillin,drug,inhalational anthrax,disease,Dyspnea,effect/phenotype
23011,32710,15425,Doxycycline,drug,inhalational anthrax,disease,Dyspnea,effect/phenotype
23864,32710,14288,Benzylpenicillin,drug,inhalational anthrax,disease,Respiratory distress,effect/phenotype
23864,32710,15425,Doxycycline,drug,inhalational anthrax,disease,Respiratory distress,effect/phenotype
23011,27710,16036,Acetylcysteine,drug,AL amyloidosis,disease,Dyspnea,effect/phenotype
24337,27710,16036,Acetylcysteine,drug,AL amyloidosis,disease,Abnormality of the gastrointestinal tract,effect/phenotype
84392,32729,14188,Ciprofloxacin,drug,botulism,disease,Urinary retention,effect/phenotype
84392,32729,15326,Ofloxacin,drug,botulism,disease,Urinary retention,effect/phenotype
84549,32729,14188,Ciprofloxacin,drug,botulism,disease,Xerostomia,effect/phenotype
84549,32729,15322,Norfloxacin,drug,botulism,disease,Xerostomia,effect/phenotype
84549,32729,15326,Ofloxacin,drug,botulism,disease,Xerostomia,effect/phenotype
84675,32729,14188,Ciprofloxacin,drug,botulism,disease,Diplopia,effect/phenotype
84675,32729,15322,Norfloxacin,drug,botulism,disease,Diplopia,effect/phenotype
84675,32729,15326,Ofloxacin,drug,botulism,disease,Diplopia,effect/phenotype
23135,32729,15322,Norfloxacin,drug,botulism,disease,Dysarthria,effect/phenotype
23135,32729,15326,Ofloxacin,drug,botulism,disease,Dysarthria,effect/phenotype
22999,32729,14188,Ciprofloxacin,drug,botulism,disease,Dysphagia,effect/phenotype
22999,32729,15322,Norfloxacin,drug,botulism,disease,Dysphagia,effect/phenotype
22999,32729,15326,Ofloxacin,drug,botulism,disease,Dysphagia,effect/phenotype
23158,32729,14288,Benzylpenicillin,drug,botulism,disease,Abdominal pain,effect/phenotype
23158,32729,14188,Ciprofloxacin,drug,botulism,disease,Abdominal pain,effect/phenotype
23158,32729,15322,Norfloxacin,drug,botulism,disease,Abdominal pain,effect/phenotype
23158,32729,15326,Ofloxacin,drug,botulism,disease,Abdominal pain,effect/phenotype
22831,32729,14288,Benzylpenicillin,drug,botulism,disease,Arrhythmia,effect/phenotype
22831,32729,14188,Ciprofloxacin,drug,botulism,disease,Arrhythmia,effect/phenotype
22831,32729,15326,Ofloxacin,drug,botulism,disease,Arrhythmia,effect/phenotype
25620,32729,14288,Benzylpenicillin,drug,botulism,disease,Fatigue,effect/phenotype
25620,32729,14188,Ciprofloxacin,drug,botulism,disease,Fatigue,effect/phenotype
25620,32729,15322,Norfloxacin,drug,botulism,disease,Fatigue,effect/phenotype
25620,32729,15326,Ofloxacin,drug,botulism,disease,Fatigue,effect/phenotype
23469,32734,15502,Posaconazole,drug,mycetoma,disease,Back pain,effect/phenotype
22677,32734,15502,Posaconazole,drug,mycetoma,disease,Paraplegia,effect/phenotype
84767,30990,14320,Dexamethasone,drug,mycosis fungoides and variants,disease,Dry skin,effect/phenotype
84767,30990,14019,Betamethasone,drug,mycosis fungoides and variants,disease,Dry skin,effect/phenotype
84767,30990,14028,Hydrocortisone,drug,mycosis fungoides and variants,disease,Dry skin,effect/phenotype
84767,30990,14030,Prednisolone,drug,mycosis fungoides and variants,disease,Dry skin,effect/phenotype
84767,30990,14024,Prednisone,drug,mycosis fungoides and variants,disease,Dry skin,effect/phenotype
22262,30990,14954,Cyclophosphamide,drug,mycosis fungoides and variants,disease,Edema,effect/phenotype
22262,30990,14320,Dexamethasone,drug,mycosis fungoides and variants,disease,Edema,effect/phenotype
22262,30990,14019,Betamethasone,drug,mycosis fungoides and variants,disease,Edema,effect/phenotype
22262,30990,14028,Hydrocortisone,drug,mycosis fungoides and variants,disease,Edema,effect/phenotype
22262,30990,14030,Prednisolone,drug,mycosis fungoides and variants,disease,Edema,effect/phenotype
22262,30990,14024,Prednisone,drug,mycosis fungoides and variants,disease,Edema,effect/phenotype
22262,30990,14023,Triamcinolone,drug,mycosis fungoides and variants,disease,Edema,effect/phenotype
23073,30990,14954,Cyclophosphamide,drug,mycosis fungoides and variants,disease,Alopecia,effect/phenotype
23073,30990,14320,Dexamethasone,drug,mycosis fungoides and variants,disease,Alopecia,effect/phenotype
23073,30990,14019,Betamethasone,drug,mycosis fungoides and variants,disease,Alopecia,effect/phenotype
23073,30990,14849,Mechlorethamine,drug,mycosis fungoides and variants,disease,Alopecia,effect/phenotype
23073,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Alopecia,effect/phenotype
23073,30990,14024,Prednisone,drug,mycosis fungoides and variants,disease,Alopecia,effect/phenotype
23073,30990,15107,Vinblastine,drug,mycosis fungoides and variants,disease,Alopecia,effect/phenotype
22658,30990,14954,Cyclophosphamide,drug,mycosis fungoides and variants,disease,Abnormality of the nail,effect/phenotype
22658,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Abnormality of the nail,effect/phenotype
24199,30990,14954,Cyclophosphamide,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
24199,30990,14320,Dexamethasone,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
24199,30990,14019,Betamethasone,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
24199,30990,14028,Hydrocortisone,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
24199,30990,14269,Methylprednisolone,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
24199,30990,14030,Prednisolone,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
24199,30990,14024,Prednisone,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
24199,30990,14023,Triamcinolone,drug,mycosis fungoides and variants,disease,Hepatomegaly,effect/phenotype
22571,30990,14849,Mechlorethamine,drug,mycosis fungoides and variants,disease,Skin ulcer,effect/phenotype
22571,30990,14194,Methotrexate,drug,mycosis fungoides and variants,disease,Skin ulcer,effect/phenotype
23118,32740,15185,Tetrabenazine,drug,Huntington disease-like syndrome due to C9ORF72 expansions,disease,Rigidity,effect/phenotype
24284,32740,15185,Tetrabenazine,drug,Huntington disease-like syndrome due to C9ORF72 expansions,disease,Memory impairment,effect/phenotype
22447,32740,15185,Tetrabenazine,drug,Huntington disease-like syndrome due to C9ORF72 expansions,disease,Anxiety,effect/phenotype
23153,32740,15185,Tetrabenazine,drug,Huntington disease-like syndrome due to C9ORF72 expansions,disease,Parkinsonism,effect/phenotype
23101,32740,15185,Tetrabenazine,drug,Huntington disease-like syndrome due to C9ORF72 expansions,disease,Tremor,effect/phenotype
22380,32746,14320,Dexamethasone,drug,Stevens-Johnson syndrome,disease,Visual impairment,effect/phenotype
22380,32746,14019,Betamethasone,drug,Stevens-Johnson syndrome,disease,Visual impairment,effect/phenotype
22380,32746,14269,Methylprednisolone,drug,Stevens-Johnson syndrome,disease,Visual impairment,effect/phenotype
22380,32746,14030,Prednisolone,drug,Stevens-Johnson syndrome,disease,Visual impairment,effect/phenotype
23950,32746,14028,Hydrocortisone,drug,Stevens-Johnson syndrome,disease,Pancreatitis,effect/phenotype
23950,32746,14269,Methylprednisolone,drug,Stevens-Johnson syndrome,disease,Pancreatitis,effect/phenotype
23950,32746,14030,Prednisolone,drug,Stevens-Johnson syndrome,disease,Pancreatitis,effect/phenotype
23950,32746,14024,Prednisone,drug,Stevens-Johnson syndrome,disease,Pancreatitis,effect/phenotype
23950,32746,14023,Triamcinolone,drug,Stevens-Johnson syndrome,disease,Pancreatitis,effect/phenotype
22934,32746,14320,Dexamethasone,drug,Stevens-Johnson syndrome,disease,Thrombocytopenia,effect/phenotype
22934,32746,14019,Betamethasone,drug,Stevens-Johnson syndrome,disease,Thrombocytopenia,effect/phenotype
22952,32746,14320,Dexamethasone,drug,Stevens-Johnson syndrome,disease,Fever,effect/phenotype
22952,32746,14019,Betamethasone,drug,Stevens-Johnson syndrome,disease,Fever,effect/phenotype
22952,32746,14028,Hydrocortisone,drug,Stevens-Johnson syndrome,disease,Fever,effect/phenotype
22952,32746,14024,Prednisone,drug,Stevens-Johnson syndrome,disease,Fever,effect/phenotype
22952,32746,14023,Triamcinolone,drug,Stevens-Johnson syndrome,disease,Fever,effect/phenotype
23158,32746,14320,Dexamethasone,drug,Stevens-Johnson syndrome,disease,Abdominal pain,effect/phenotype
23158,32746,14019,Betamethasone,drug,Stevens-Johnson syndrome,disease,Abdominal pain,effect/phenotype
23158,32746,14028,Hydrocortisone,drug,Stevens-Johnson syndrome,disease,Abdominal pain,effect/phenotype
23158,32746,14269,Methylprednisolone,drug,Stevens-Johnson syndrome,disease,Abdominal pain,effect/phenotype
23158,32746,14024,Prednisone,drug,Stevens-Johnson syndrome,disease,Abdominal pain,effect/phenotype
23011,32746,14023,Triamcinolone,drug,Stevens-Johnson syndrome,disease,Dyspnea,effect/phenotype
23079,32746,14024,Prednisone,drug,Stevens-Johnson syndrome,disease,Gastrointestinal hemorrhage,effect/phenotype
22581,32746,14320,Dexamethasone,drug,Stevens-Johnson syndrome,disease,Erythema,effect/phenotype
22581,32746,14019,Betamethasone,drug,Stevens-Johnson syndrome,disease,Erythema,effect/phenotype
22581,32746,14028,Hydrocortisone,drug,Stevens-Johnson syndrome,disease,Erythema,effect/phenotype
22581,32746,14269,Methylprednisolone,drug,Stevens-Johnson syndrome,disease,Erythema,effect/phenotype
22581,32746,14030,Prednisolone,drug,Stevens-Johnson syndrome,disease,Erythema,effect/phenotype
22581,32746,14024,Prednisone,drug,Stevens-Johnson syndrome,disease,Erythema,effect/phenotype
22581,32746,14023,Triamcinolone,drug,Stevens-Johnson syndrome,disease,Erythema,effect/phenotype
25620,32746,14320,Dexamethasone,drug,Stevens-Johnson syndrome,disease,Fatigue,effect/phenotype
25620,32746,14019,Betamethasone,drug,Stevens-Johnson syndrome,disease,Fatigue,effect/phenotype
25620,32746,14028,Hydrocortisone,drug,Stevens-Johnson syndrome,disease,Fatigue,effect/phenotype
25620,32746,14269,Methylprednisolone,drug,Stevens-Johnson syndrome,disease,Fatigue,effect/phenotype
25620,32746,14024,Prednisone,drug,Stevens-Johnson syndrome,disease,Fatigue,effect/phenotype
25620,32746,14023,Triamcinolone,drug,Stevens-Johnson syndrome,disease,Fatigue,effect/phenotype
26160,32746,14023,Triamcinolone,drug,Stevens-Johnson syndrome,disease,Cough,effect/phenotype
23135,32759,14830,Amantadine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Dysarthria,effect/phenotype
23135,32759,16842,Pramipexole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Dysarthria,effect/phenotype
23135,32759,15333,Rasagiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Dysarthria,effect/phenotype
25330,32759,15291,Ropinirole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Hemiparesis,effect/phenotype
23153,32759,15493,Bromocriptine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Parkinsonism,effect/phenotype
23153,32759,16842,Pramipexole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Parkinsonism,effect/phenotype
23153,32759,15291,Ropinirole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Parkinsonism,effect/phenotype
23153,32759,14806,Entacapone,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Parkinsonism,effect/phenotype
23101,32759,14830,Amantadine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
23101,32759,16842,Pramipexole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
23101,32759,15291,Ropinirole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
23101,32759,15138,Selegiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
23101,32759,15193,Rotigotine,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
23101,32759,15333,Rasagiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
23101,32759,14806,Entacapone,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
23101,32759,15772,Tolcapone,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Tremor,effect/phenotype
84357,32759,15138,Selegiline,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Bradykinesia,effect/phenotype
23092,32759,15291,Ropinirole,drug,hemiparkinsonism-hemiatrophy syndrome,disease,Brain atrophy,effect/phenotype
23157,32090,20592,Sacrosidase,drug,congenital sucrase-isomaltase deficiency,disease,Vomiting,effect/phenotype
22585,31144,15822,Ursodeoxycholic acid,drug,primary biliary cholangitis,disease,Jaundice,effect/phenotype
25945,31144,15822,Ursodeoxycholic acid,drug,primary biliary cholangitis,disease,Pruritus,effect/phenotype
84853,31144,15822,Ursodeoxycholic acid,drug,primary biliary cholangitis,disease,Excessive daytime somnolence,effect/phenotype
25620,31144,15822,Ursodeoxycholic acid,drug,primary biliary cholangitis,disease,Fatigue,effect/phenotype
22744,31144,15822,Ursodeoxycholic acid,drug,primary biliary cholangitis,disease,Cirrhosis,effect/phenotype
25945,32764,14281,Ketoconazole,drug,chromomycosis,disease,Pruritus,effect/phenotype
25945,32764,15502,Posaconazole,drug,chromomycosis,disease,Pruritus,effect/phenotype
22262,32764,15502,Posaconazole,drug,chromomycosis,disease,Edema,effect/phenotype
26162,30664,15074,Amphetamine,drug,X-linked adrenoleukodystrophy,disease,Confusion,effect/phenotype
26162,30664,15173,Dextroamphetamine,drug,X-linked adrenoleukodystrophy,disease,Confusion,effect/phenotype
26162,30664,16855,Methylphenidate,drug,X-linked adrenoleukodystrophy,disease,Confusion,effect/phenotype
26162,30664,14968,Modafinil,drug,X-linked adrenoleukodystrophy,disease,Confusion,effect/phenotype
26162,30664,14644,Sodium oxybate,drug,X-linked adrenoleukodystrophy,disease,Confusion,effect/phenotype
22454,30664,15074,Amphetamine,drug,X-linked adrenoleukodystrophy,disease,Neurological speech impairment,effect/phenotype
22454,30664,15173,Dextroamphetamine,drug,X-linked adrenoleukodystrophy,disease,Neurological speech impairment,effect/phenotype
22454,30664,16855,Methylphenidate,drug,X-linked adrenoleukodystrophy,disease,Neurological speech impairment,effect/phenotype
24284,30664,14644,Sodium oxybate,drug,X-linked adrenoleukodystrophy,disease,Memory impairment,effect/phenotype
26938,32815,14024,Prednisone,drug,Trichinellosis,disease,Facial edema,effect/phenotype
22262,32815,14320,Dexamethasone,drug,Trichinellosis,disease,Edema,effect/phenotype
22262,32815,14019,Betamethasone,drug,Trichinellosis,disease,Edema,effect/phenotype
22262,32815,14028,Hydrocortisone,drug,Trichinellosis,disease,Edema,effect/phenotype
22262,32815,14024,Prednisone,drug,Trichinellosis,disease,Edema,effect/phenotype
22323,32815,14320,Dexamethasone,drug,Trichinellosis,disease,Muscle weakness,effect/phenotype
22323,32815,14019,Betamethasone,drug,Trichinellosis,disease,Muscle weakness,effect/phenotype
22323,32815,14028,Hydrocortisone,drug,Trichinellosis,disease,Muscle weakness,effect/phenotype
22323,32815,14269,Methylprednisolone,drug,Trichinellosis,disease,Muscle weakness,effect/phenotype
22323,32815,14024,Prednisone,drug,Trichinellosis,disease,Muscle weakness,effect/phenotype
84409,32815,14320,Dexamethasone,drug,Trichinellosis,disease,Nausea,effect/phenotype
84409,32815,14019,Betamethasone,drug,Trichinellosis,disease,Nausea,effect/phenotype
84409,32815,14028,Hydrocortisone,drug,Trichinellosis,disease,Nausea,effect/phenotype
84409,32815,14269,Methylprednisolone,drug,Trichinellosis,disease,Nausea,effect/phenotype
84409,32815,14024,Prednisone,drug,Trichinellosis,disease,Nausea,effect/phenotype
84409,32815,15307,Thiabendazole,drug,Trichinellosis,disease,Nausea,effect/phenotype
24568,32815,15307,Thiabendazole,drug,Trichinellosis,disease,Tinnitus,effect/phenotype
22398,32815,14269,Methylprednisolone,drug,Trichinellosis,disease,Behavioral abnormality,effect/phenotype
25520,32815,14320,Dexamethasone,drug,Trichinellosis,disease,Lethargy,effect/phenotype
25520,32815,14019,Betamethasone,drug,Trichinellosis,disease,Lethargy,effect/phenotype
25520,32815,14028,Hydrocortisone,drug,Trichinellosis,disease,Lethargy,effect/phenotype
25520,32815,14024,Prednisone,drug,Trichinellosis,disease,Lethargy,effect/phenotype
84853,32815,15307,Thiabendazole,drug,Trichinellosis,disease,Excessive daytime somnolence,effect/phenotype
26162,32815,14269,Methylprednisolone,drug,Trichinellosis,disease,Confusion,effect/phenotype
26162,32815,15307,Thiabendazole,drug,Trichinellosis,disease,Confusion,effect/phenotype
25201,32815,14320,Dexamethasone,drug,Trichinellosis,disease,Vertigo,effect/phenotype
25201,32815,14019,Betamethasone,drug,Trichinellosis,disease,Vertigo,effect/phenotype
25201,32815,14028,Hydrocortisone,drug,Trichinellosis,disease,Vertigo,effect/phenotype
25201,32815,14269,Methylprednisolone,drug,Trichinellosis,disease,Vertigo,effect/phenotype
25201,32815,14024,Prednisone,drug,Trichinellosis,disease,Vertigo,effect/phenotype
25201,32815,15307,Thiabendazole,drug,Trichinellosis,disease,Vertigo,effect/phenotype
24284,32815,14024,Prednisone,drug,Trichinellosis,disease,Memory impairment,effect/phenotype
26096,32815,14320,Dexamethasone,drug,Trichinellosis,disease,Ocular pain,effect/phenotype
26096,32815,14019,Betamethasone,drug,Trichinellosis,disease,Ocular pain,effect/phenotype
23000,32823,15438,Sulfadiazine,drug,congenital toxoplasmosis,disease,Seizure,effect/phenotype
22934,32823,15438,Sulfadiazine,drug,congenital toxoplasmosis,disease,Thrombocytopenia,effect/phenotype
23158,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Abdominal pain,effect/phenotype
23285,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Hyperbilirubinemia,effect/phenotype
85333,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Hypoalbuminemia,effect/phenotype
85041,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Esophageal varix,effect/phenotype
24475,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Elevated hepatic transaminase,effect/phenotype
22585,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Jaundice,effect/phenotype
22879,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Ascites,effect/phenotype
84920,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Mood changes,effect/phenotype
22934,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Thrombocytopenia,effect/phenotype
22952,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Fever,effect/phenotype
23011,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Dyspnea,effect/phenotype
84363,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Hyponatremia,effect/phenotype
85849,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Poor appetite,effect/phenotype
25620,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Fatigue,effect/phenotype
22467,32847,14127,Octreotide,drug,acromegaly,disease,Abnormality of the endocrine system,effect/phenotype
22467,32847,15584,Lanreotide,drug,acromegaly,disease,Abnormality of the endocrine system,effect/phenotype
84727,32847,15493,Bromocriptine,drug,acromegaly,disease,Growth hormone excess,effect/phenotype
22594,32847,15448,Lisuride,drug,acromegaly,disease,Hyperhidrosis,effect/phenotype
22594,32847,14127,Octreotide,drug,acromegaly,disease,Hyperhidrosis,effect/phenotype
22594,32847,15584,Lanreotide,drug,acromegaly,disease,Hyperhidrosis,effect/phenotype
23901,32847,14127,Octreotide,drug,acromegaly,disease,Arthralgia,effect/phenotype
23901,32847,15584,Lanreotide,drug,acromegaly,disease,Arthralgia,effect/phenotype
25620,32847,15493,Bromocriptine,drug,acromegaly,disease,Fatigue,effect/phenotype
25620,32847,15448,Lisuride,drug,acromegaly,disease,Fatigue,effect/phenotype
25620,32847,14127,Octreotide,drug,acromegaly,disease,Fatigue,effect/phenotype
25620,32847,15584,Lanreotide,drug,acromegaly,disease,Fatigue,effect/phenotype
22447,32847,15493,Bromocriptine,drug,acromegaly,disease,Anxiety,effect/phenotype
22447,32847,15448,Lisuride,drug,acromegaly,disease,Anxiety,effect/phenotype
22447,32847,14127,Octreotide,drug,acromegaly,disease,Anxiety,effect/phenotype
22447,32847,15584,Lanreotide,drug,acromegaly,disease,Anxiety,effect/phenotype
25644,32847,15493,Bromocriptine,drug,acromegaly,disease,Paresthesia,effect/phenotype
25644,32847,14127,Octreotide,drug,acromegaly,disease,Paresthesia,effect/phenotype
25644,32847,15584,Lanreotide,drug,acromegaly,disease,Paresthesia,effect/phenotype
84472,32847,15584,Lanreotide,drug,acromegaly,disease,Mitral regurgitation,effect/phenotype
93442,32847,14127,Octreotide,drug,acromegaly,disease,Dysuria,effect/phenotype
93442,32847,15584,Lanreotide,drug,acromegaly,disease,Dysuria,effect/phenotype
22934,31502,20239,Penicillamine,drug,Wilson disease,disease,Thrombocytopenia,effect/phenotype
23901,31502,20239,Penicillamine,drug,Wilson disease,disease,Arthralgia,effect/phenotype
24475,31502,20239,Penicillamine,drug,Wilson disease,disease,Elevated hepatic transaminase,effect/phenotype
84409,29034,15218,Phenylbutyric acid,drug,hyperammonemia due to N-acetylglutamate synthase deficiency,disease,Nausea,effect/phenotype
23002,29034,15218,Phenylbutyric acid,drug,hyperammonemia due to N-acetylglutamate synthase deficiency,disease,Headache,effect/phenotype
85849,29034,15218,Phenylbutyric acid,drug,hyperammonemia due to N-acetylglutamate synthase deficiency,disease,Poor appetite,effect/phenotype
84374,29034,15218,Phenylbutyric acid,drug,hyperammonemia due to N-acetylglutamate synthase deficiency,disease,Loss of consciousness,effect/phenotype
84855,29034,15218,Phenylbutyric acid,drug,hyperammonemia due to N-acetylglutamate synthase deficiency,disease,Polyneuropathy,effect/phenotype
84409,32875,14729,Cimetidine,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,14924,Diazoxide,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,15316,Famotidine,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,14786,Lansoprazole,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,14785,Omeprazole,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,15462,Esomeprazole,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,15420,Pantoprazole,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,15144,Rabeprazole,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
84409,32875,14702,Ranitidine,drug,Zollinger-Ellison syndrome,disease,Nausea,effect/phenotype
22585,32875,15316,Famotidine,drug,Zollinger-Ellison syndrome,disease,Jaundice,effect/phenotype
22585,32875,14786,Lansoprazole,drug,Zollinger-Ellison syndrome,disease,Jaundice,effect/phenotype
22585,32875,14785,Omeprazole,drug,Zollinger-Ellison syndrome,disease,Jaundice,effect/phenotype
22585,32875,15462,Esomeprazole,drug,Zollinger-Ellison syndrome,disease,Jaundice,effect/phenotype
22585,32875,15420,Pantoprazole,drug,Zollinger-Ellison syndrome,disease,Jaundice,effect/phenotype
22585,32875,15144,Rabeprazole,drug,Zollinger-Ellison syndrome,disease,Jaundice,effect/phenotype
22585,32875,14702,Ranitidine,drug,Zollinger-Ellison syndrome,disease,Jaundice,effect/phenotype
23079,32875,14786,Lansoprazole,drug,Zollinger-Ellison syndrome,disease,Gastrointestinal hemorrhage,effect/phenotype
23079,32875,14785,Omeprazole,drug,Zollinger-Ellison syndrome,disease,Gastrointestinal hemorrhage,effect/phenotype
23079,32875,15462,Esomeprazole,drug,Zollinger-Ellison syndrome,disease,Gastrointestinal hemorrhage,effect/phenotype
23079,32875,15420,Pantoprazole,drug,Zollinger-Ellison syndrome,disease,Gastrointestinal hemorrhage,effect/phenotype
23079,32875,15144,Rabeprazole,drug,Zollinger-Ellison syndrome,disease,Gastrointestinal hemorrhage,effect/phenotype
84355,32875,14786,Lansoprazole,drug,Zollinger-Ellison syndrome,disease,Hematochezia,effect/phenotype
22581,32875,14924,Diazoxide,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
22581,32875,15316,Famotidine,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
22581,32875,14786,Lansoprazole,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
