drug_index,disease_index,related_phenotypes,related_proteins,drug_name,drug_type,disease_name,disease_type
15102,27326,"[89225, 94223, 26257, 84369, 94225, 84887, 23833, 23834, 88859, 22827, 22828, 23728, 22846, 25672, 22859, 84940, 22759, 86141, 25469, 23934]","[7177, 9233, 34962, 7198, 1968, 177, 10417, 35250, 945, 61, 1221, 201, 4447, 1760, 2784, 11497, 10608, 242, 9466, 3967]",Sotalol,drug,long QT syndrome,disease
14249,32778,"[23937, 23938, 22277, 84614, 84487, 22791, 25486, 25365, 84505, 22817, 22319, 22212, 85465, 84833, 22883, 84581, 84713, 84589, 84597, 22650]","[34688, 2087]",Pseudoephedrine,drug,familial visceral myopathy,disease
16056,31271,"[26180, 84549, 33736, 24045, 84814]","[1592, 7801, 9341, 8277]",Procyclidine,drug,achalasia (disease),disease
14509,33623,"[94280, 22929, 94202, 94311]","[11136, 2434, 130, 7815, 6664, 6926, 2834, 789, 2329, 8733, 6175, 3231, 802, 1322, 2861, 34607, 3509, 568, 2617, 2621, 22077, 7489, 2371, 4550, 8391, 1611, 12629, 3932, 4959, 10084, 8805, 8038, 8556, 2037, 10998, 1535]",Meclofenamic acid,drug,macrocytic anemia (disease),disease
14291,31650,"[25488, 22928, 86163, 23446, 22304, 23458, 23844, 93481, 25644, 22323, 23731, 22716, 84928, 84800, 84675, 22467, 23494, 90316, 90318, 88402, 85334, 22999, 23000, 25307, 25308, 25950, 23135, 22497, 25954, 23011, 89315, 24045, 90741, 22392, 84857, 84734]","[2400, 1760, 5325, 8432, 1843, 1148]",Amoxicillin,drug,myasthenia gravis,disease
14293,32899,"[90760, 87177, 24974, 22674, 89372, 87217, 87345, 26036, 87348, 22710, 85174, 22713, 84675, 22480, 22482, 88915, 23002, 93921, 22380, 84733, 89214, 90495]","[2210, 6308, 2756, 3501, 3932]",Glipizide,drug,pituitary deficiency due to Rathke's pouch cysts,disease
14178,37180,[33728],"[6144, 34295, 3078, 5137, 2585, 1050, 29, 1567, 4640, 33, 22058, 7214, 4155, 8256, 6729, 8269, 3666, 3679, 7267, 6244, 8805, 2151, 1139, 8821, 5248, 4227, 5259, 2712, 33949, 2722, 6845, 2242, 211, 225, 4323, 8428, 2797, 5871, 10993, 12028, 2818, 11013, 4360, 6926, 11542, 2329, 282, 293, 3879, 13097, 5938, 7489, 13122, 2889, 4941, 2381, 4959, 34658, 8035, 34659, 4968, 361, 13161, 8556, 2417, 373, 375, 2429, 11136, 4993, 389, 34182, 11143, 4497, 3474, 11174, 2983, 10154, 4010, 3516, 959, 1987, 7110, 2515, 5078, 21977, 476, 4063, 12255, 21989, 1004, 5101, 12791, 3581, 1534]",Chlorpromazine,drug,myocardial infarction (disease),disease
17333,32967,"[25474, 22533, 24197, 26629, 24199, 84874, 24974, 88206, 25488, 24337, 22928, 25620, 23829, 22934, 88983, 23832, 25876, 22939, 23073, 84386, 26403, 23458, 24100, 23206, 24359, 22952, 22317, 23214, 22831, 26160, 85298, 23736, 22457, 84666, 22716, 25150, 33730, 85059, 24516, 85060, 22472, 23880, 22731, 22475, 26315, 84814, 23250, 26322, 22484, 94295, 22616, 22238, 26336, 23010, 23011, 23012, 22372, 24423, 89196, 25584, 87155, 23925, 22774, 88950, 24953, 93563, 25468]","[3552, 1733, 2889, 7083, 8432, 12663, 34969, 4959]",Isoleucine,drug,sarcoidosis,disease
15762,28052,"[89216, 24199, 84369, 94225, 84373, 85015, 23832, 24216, 84887, 23835, 91031, 22946, 85282, 22824, 91048, 22827, 22828, 22831, 22835, 22837, 26174, 23488, 22848, 26180, 88903, 84936, 25672, 22859, 84940, 23373, 84948, 22879, 26336, 93666, 23011, 22759, 86120, 23914, 25201, 84339, 84472, 23929, 84348]","[1666, 387, 12036, 2693, 647, 7177, 3084, 1935, 5777, 8211, 11283, 1173, 12823, 25, 1052, 13981, 2465, 7715, 3619, 8486, 12585, 9898, 11050, 1455, 5047, 9533, 3395, 1221, 1606, 6727, 10694, 8393, 596, 213, 1366, 13015, 1495, 2773, 11738, 988, 11612, 3421, 3679, 1760, 5601, 2658, 1508, 11497, 2155, 4845, 9965, 878, 1646, 4209, 12525, 2417, 8821, 4341, 631, 4984, 1785, 1403, 3967]",Trandolapril,drug,hypertrophic cardiomyopathy,disease
14030,33232,"[90401, 87236, 84678, 88678, 23560, 23369, 22346, 22675, 84435, 24503, 22488, 24249, 24061, 84479]","[2210, 6308, 2756, 3501, 3598, 3932]",Prednisolone,drug,X-linked intellectual disability with isolated growth hormone deficiency,disease
14306,33642,"[94186, 33743]","[7168, 4098, 1538, 6658, 8, 5129, 11274, 1544, 13320, 8725, 1558, 25, 8733, 13854, 6175, 7721, 12842, 12330, 556, 13867, 22058, 9264, 13360, 5172, 5176, 2617, 2621, 577, 7746, 22081, 11332, 7754, 5708, 12879, 80, 3666, 5202, 5720, 33884, 2655, 2151, 11369, 3692, 10861, 4209, 2163, 631, 125, 8829, 7809, 7299, 7817, 33931, 33934, 1168, 4752, 1170, 150, 10909, 1183, 11427, 4261, 33961, 2225, 178, 4278, 6848, 709, 199, 6856, 2248, 1742, 4817, 4818, 2769, 1236, 3796, 4308, 8916, 5854, 3300, 236, 10478, 1781, 1785, 12031, 34047, 3841, 34048, 34049, 34050, 34051, 34052, 34053, 34054, 34055, 34056, 34057, 6926, 7441, 2329, 3873, 12580, 2345, 3378, 5940, 832, 1350, 5447, 4425, 339, 1373, 4959, 2400, 8038, 13161, 4459, 2927, 375, 3965, 2946, 6019, 9604, 397, 5519, 8079, 3474, 406, 5529, 1949, 2978, 4022, 1469, 1476, 460, 974, 2511, 2002, 2005, 1497, 8162, 6630, 2543, 505]",Pioglitazone,drug,urinary bladder carcinoma,disease
15093,27559,"[25468, 85642, 23181, 84369, 85015, 23832, 23835, 24219, 26139, 22304, 23458, 89509, 22823, 23976, 91049, 22824, 22827, 22828, 88748, 23728, 22837, 85568, 26180, 25669, 25672, 22859, 25805, 23887, 84944, 84948, 22746, 90076, 86137, 86756, 22759, 86120, 23914, 90617, 26609, 86770, 23921, 23925, 84472, 23929, 23546, 92923, 84348, 23935]","[11283, 7188, 12823, 3607, 1052, 8733, 13341, 3619, 3135, 1091, 4676, 22090, 3666, 3679, 1129, 2155, 4209, 8821, 12917, 125, 3200, 5248, 1666, 12418, 647, 1160, 11911, 3212, 8855, 12441, 3741, 163, 9898, 172, 2221, 5806, 10417, 6842, 7357, 702, 6848, 211, 2773, 13531, 743, 4845, 10485, 2298, 1789, 769, 12036, 12554, 2324, 4397, 12594, 6451, 3906, 11600, 2387, 1887, 2400, 7008, 4959, 4455, 878, 2417, 34675, 34676, 9081, 12673, 8578, 3484, 5538, 11174, 431, 6607, 13781, 1494, 1495, 988, 1508, 8178, 1526]",Clozapine,drug,dilated cardiomyopathy,disease
14380,27468,"[89256, 24461, 23984, 22933, 84885]","[362, 4237, 6002, 1908, 8733, 3231]",Asenapine,drug,X-linked severe congenital neutropenia,disease
14347,27286,"[23043, 22788, 24197, 89095, 24199, 24331, 93711, 22682, 22939, 24475, 84385, 90401, 87331, 22692, 22180, 25254, 24611, 22699, 25520, 22965, 22453, 22585, 26681, 22715, 25791, 26180, 22470, 23110, 85065, 22476, 88525, 94159, 22998, 22744, 23129, 23000, 23135, 22879, 87653, 84460, 94188, 84852, 23157, 23417, 22522]","[7457, 12289, 5829, 7302, 13706, 34890, 10413, 34095, 9529, 6011]",Hydroxychloroquine,drug,galactosemia,disease
14259,32584,"[22788, 23560, 84490, 84363, 87311, 87323, 84384, 22177, 24611, 84517, 85029, 25253, 90410, 84524, 87341, 26674, 23731, 24370, 23733, 24502, 25655, 22711, 22966, 87097, 26675, 94399, 22470, 23366, 85837, 88528, 87505, 88282, 88923, 89436, 87264, 89056, 23908, 93540, 25575, 87531, 87533, 22639, 23157, 85366, 84728, 22522, 89213, 24574]","[2616, 9563, 6684, 1239]",Repaglinide,drug,inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,disease
20169,33656,"[23281, 84387]","[3712, 1760, 11846, 13575, 9320, 12332, 12079, 22000, 11665, 4114, 12371, 789, 2329, 6492, 574, 1567]",Magnesium sulfate,drug,hypercalcemia disease,disease
14800,29182,"[22497, 33730, 85058, 22759, 25742, 22928, 25746, 24340, 22934, 94135, 23000, 25596, 22718]","[11008, 4866, 388, 5129, 5136, 3858, 2579, 1300, 3478, 34966, 6168, 34967, 34968, 6684, 2461, 5022, 1567, 3109, 2983, 7083, 8748, 5035, 22062, 13740, 2096, 12076, 9011, 9012, 9526, 567, 1592, 2874, 2618, 3646, 3647, 1990, 4425, 2507, 844, 5195, 22094, 6095, 2384, 12881, 9171, 3414, 731, 3932, 9695, 1504, 11617, 7522, 5604, 12028, 1127, 7656, 6250, 1258, 8428, 4205, 2797, 8813, 8952, 12907, 7922, 4594, 119, 7032, 13818, 1148, 3581]",Norelgestromin,drug,systemic lupus erythematosus (disease),disease
15556,29175,"[22946, 22594, 84420, 26180, 24285, 22793, 22859, 22323, 93493, 23736, 25785, 93626, 84477]","[6848, 8579, 361, 8042, 13993, 12076, 2797, 7535, 12881, 6642, 2579, 13396, 10998, 118, 12120, 22043, 6175, 4959]",Noscapine,drug,thyrotoxicosis,disease
20129,32076,"[22272, 24065, 85378, 85512, 85386, 93586, 22675, 84628, 25365, 22806, 22419, 22425, 84633, 23066, 84636, 85277, 85793, 23202, 22307, 25379, 22817, 23210, 24491, 85036, 94382, 84527, 26545, 84658, 84533, 86198, 24375, 23225, 25279, 85827, 22468, 87109, 22470, 84937, 84809, 89291, 22484, 33749, 84566, 22998, 22488, 22360, 24288, 88418, 84834, 22244, 26985, 24560, 85618, 85235, 25974, 84984, 93564]","[130, 7947, 33931, 35102, 35103, 6175, 2978, 1314, 22059, 7214, 12213, 5307, 2374, 71, 3533, 2768, 21969, 34263, 3931, 6492, 5854, 21989, 361, 7543, 1785, 4348, 3965]",Chlordiazepoxide,drug,Down syndrome,disease
16490,28158,"[91904, 94209, 25731, 84355, 23564, 92306, 92436, 84887, 23080, 84777, 26283, 84523, 84526, 23736, 94148, 22981, 26180, 22478, 88014, 88529, 25308, 93278, 22759, 23157, 23158, 23166]","[6661, 2057, 3088, 12816, 12305, 6168, 2078, 1567, 6175, 9763, 13365, 4152, 3646, 2111, 4162, 34887, 5195, 1618, 2643, 6229, 5720, 22105, 2139, 1122, 625, 1654, 4731, 144, 657, 2712, 3233, 10919, 5805, 179, 3259, 2749, 7359, 192, 4818, 13014, 7384, 729, 7899, 9454, 1777, 11523, 772, 3333, 5385, 1299, 7958, 279, 2329, 5915, 6428, 2874, 34623, 11588, 2384, 35156, 3414, 8030, 11103, 4968, 8564, 12663, 11134, 10113, 3460, 4997, 3469, 9104, 3474, 7059, 3484, 417, 2978, 2983, 3495, 7083, 11199, 12740, 1990, 1480, 10191, 21972, 34776, 34777, 34778, 34779, 2012, 34780, 34781, 989, 12763, 1004, 2543, 3064, 3578, 34814]",Pheniramine,drug,inflammatory bowel disease,disease
14605,33605,"[25744, 94267, 94549, 27095]","[7040, 33913, 8192, 11136, 11143, 1927, 4620, 5137, 2452, 2965, 2329, 22045, 5534, 1567, 3233, 8354, 6309, 6567, 2472, 13097, 3495, 172, 5938, 7607, 2617, 9021, 7872, 321, 5058, 9029, 5963, 11857, 211, 213, 4186, 4315, 3932, 1760, 2401, 8805, 1256, 4969, 361, 9196, 2797, 1004, 21999, 1650, 33907, 2036, 7161, 4348, 3199]",Candesartan cilexetil,drug,hypotensive disorder,disease
17242,32719,"[22272, 23298, 85891, 88450, 22791, 25608, 22282, 22675, 26771, 84628, 23189, 22679, 22681, 22304, 24611, 24100, 25381, 22183, 25644, 22191, 22447, 22831, 85300, 25654, 22585, 22204, 89407, 84930, 84803, 22341, 22343, 22472, 22984, 85194, 22478, 22480, 22484, 84695, 22488, 26983, 22250, 23915, 22252, 84460, 22133, 25974, 22264, 84729, 24444, 23166]","[2432, 22017, 34594, 4387, 22019, 35269, 12454, 4615, 424, 13673, 35209, 11727, 7951, 13586, 6642, 8376, 33915, 2175]",Bromodiphenhydramine,drug,congenital hypothyroidism,disease
14235,33658,"[23360, 94235]","[7040, 12128, 1122, 11717, 5638, 3879, 5671, 4497, 9459, 2037, 1494, 790, 6901, 4889, 13242, 8764, 5086]",Estradiol,drug,hyperlipidemia,disease
14979,27933,"[22759, 22447]","[8192, 10257, 22, 6175, 33, 2082, 2096, 6195, 4152, 4156, 10319, 4186, 2148, 6244, 10346, 111, 2163, 4213, 4221, 125, 8317, 4232, 138, 12431, 154, 2225, 6329, 6330, 188, 194, 2248, 12489, 2258, 213, 4315, 10460, 2269, 12510, 10470, 235, 236, 2288, 4340, 249, 8441, 4347, 4358, 12555, 4366, 272, 6418, 6424, 2329, 6428, 286, 6435, 6440, 4401, 2363, 321, 10563, 4420, 4425, 8527, 2384, 4437, 4446, 2401, 6497, 357, 361, 363, 4468, 373, 375, 10619, 2429, 6529, 389, 390, 2443, 4497, 2450, 12691, 2452, 10654, 2467, 2472, 8620, 4526, 431, 10674, 10675, 10677, 439, 2497, 452, 2504, 457, 6606, 4566, 471, 6627, 2533, 10731, 8684, 497, 4599, 2551, 10744, 509, 2557, 4608, 12805, 4620, 10771, 532, 2579, 2585, 8733, 2591, 554, 8747, 557, 10804, 8757, 10805, 12856, 2617, 6715, 8766, 578, 587, 594, 10835, 6739, 611, 8805, 2665, 2672, 4732, 6782, 8832, 2688, 2692, 6792, 4757, 665, 2719, 4769, 681, 683, 2744, 4796, 6848, 10944, 2754, 4818, 729, 2789, 743, 4839, 4842, 749, 2797, 8946, 4859, 4875, 11020, 6926, 2833, 4883, 6940, 799, 8999, 13097, 11049, 4910, 2870, 11065, 9021, 837, 9029, 2889, 9054, 4959, 864, 866, 2915, 4969, 7019, 882, 9075, 4985, 2938, 7034, 7036, 11136, 902, 5000, 907, 7059, 2965, 918, 5018, 11165, 928, 2978, 2981, 936, 11179, 7096, 3004, 5065, 11214, 11215, 11216, 7123, 982, 13271, 13276, 9181, 994, 13289, 9196, 1004, 5100, 1007, 5103, 1012, 11253, 1014, 7161, 33789, 13313, 33797, 7177, 5129, 7180, 33804, 11282, 9234, 7188, 1048, 33820, 5149, 1057, 3111, 33835, 1069, 7214, 33840, 1073, 33845, 33846, 5176, 13370, 33851, 1084, 33861, 1094, 1098, 33870, 33878, 3176, 5227, 33900, 33901, 33902, 33903, 33904, 33905, 33906, 33907, 33908, 33909, 33910, 33911, 11384, 33912, 33913, 33915, 9340, 33914, 33916, 3199, 5248, 33917, 3194, 3211, 1171, 9369, 9373, 1190, 13498, 5306, 7359, 13504, 3265, 13509, 1228, 11482, 9437, 13534, 1246, 34030, 13552, 5361, 3330, 11523, 13571, 9487, 3344, 1298, 13589, 7451, 1311, 1312, 7466, 5422, 3378, 5429, 5432, 7489, 1350, 9543, 3400, 7497, 5453, 5454, 7505, 3417, 7517, 11614, 1373, 9570, 3426, 9604, 3465, 3466, 11659, 1422, 1424, 13718, 3495, 13751, 5563, 1475, 3526, 21961, 13771, 9679, 21972, 7641, 21978, 13790, 3552, 21984, 13800, 5610, 34286, 13807, 21999, 3567, 22004, 1530, 1538, 1558, 22039, 11800, 22043, 1567, 7716, 1581, 5679, 11830, 5692, 1598, 5694, 22080, 22092, 11857, 3669, 9815, 5720, 5739, 11886, 11888, 1650, 7801, 7802, 1659, 1661, 7809, 7818, 9870, 11920, 9874, 1687, 34459, 1692, 9889, 3749, 7849, 14002, 1722, 9916, 11967, 7880, 9929, 3785, 7890, 1748, 11992, 1760, 9968, 5877, 5889, 7947, 1810, 7955, 5915, 12064, 34592, 5925, 3878, 1831, 34601, 3883, 1836, 10035, 1848, 7993, 10047, 34630, 1863, 8008, 34631, 34632, 5963, 34633, 34634, 10062, 34635, 34636, 1873, 34637, 34638, 1876, 34639, 12120, 3932, 3945, 10093, 10115, 12165, 8070, 1927, 1928, 3980, 3982, 8080, 3989, 1953, 1968, 1970, 10164, 4026, 8130, 8136, 12236, 1996, 12238, 2003, 6108, 10215, 6120, 6129, 13430, 2043, 6140]",Zonisamide,drug,anxiety disorder,disease
15153,28194,"[90741, 25245, 22759]","[5176, 6627, 6926]",Acebutolol,drug,Raynaud disease,disease
15474,27626,"[85000, 26377, 26378, 22933, 22934, 84885, 22550, 27038, 86302, 88993, 88994, 84771, 22180, 84774, 85032, 89005, 86191, 26674, 84663, 26180, 90830, 87375, 23764, 92635, 92636, 85853, 89060, 22759, 86007, 24953, 86012]","[513, 2281, 362, 4109, 1170, 1370]",Fulvestrant,drug,thrombocytopenia,disease
20157,32076,"[22272, 24065, 85378, 85512, 85386, 93586, 22675, 84628, 25365, 22806, 22419, 22425, 84633, 23066, 84636, 85277, 85793, 23202, 22307, 25379, 22817, 23210, 24491, 85036, 94382, 84527, 26545, 84658, 84533, 86198, 24375, 23225, 25279, 85827, 22468, 87109, 22470, 84937, 84809, 89291, 22484, 33749, 84566, 22998, 22488, 22360, 24288, 88418, 84834, 22244, 26985, 24560, 85618, 85235, 25974, 84984, 93564]","[130, 7947, 33931, 35102, 35103, 6175, 2978, 1314, 22059, 7214, 12213, 5307, 2374, 71, 3533, 2768, 21969, 34263, 3931, 6492, 5854, 21989, 361, 7543, 1785, 4348, 3965]",Guaifenesin,drug,Down syndrome,disease
20362,30827,"[22757, 22759]","[769, 11521, 6019, 3588, 6017, 12936, 395, 1036, 8205, 8845, 1298, 3986, 7702, 25, 5915, 2423, 6175, 8481, 2978, 2551, 8484, 1314, 2601, 1066, 426, 3246, 10031, 177, 178, 34226, 5558, 11703, 3000, 8637, 7105, 449, 8132, 5831, 22090, 207, 2768, 1233, 4178, 9171, 1748, 6996, 9563, 2140, 1373, 1757, 34908, 8288, 8035, 3556, 12537, 8294, 746, 749, 12653, 2543, 5361, 2803, 4084, 9076, 4339, 375, 504, 1529, 12282, 1788, 125, 8318]",Magnesium oxide,drug,endometrial cancer,disease
17064,29220,"[22788, 88454, 24199, 84361, 24461, 23958, 84887, 85405, 86050, 24485, 26299, 26180, 84807, 84680, 26702, 24143, 22734, 22482, 22484, 85207, 85464, 89176, 85856, 22759, 85351, 84716, 85359, 94325, 22903, 89208, 86138]","[1122, 35366, 5671, 9767, 3879, 5104, 9459, 2070, 12120, 8764, 35388]",Meprobamate,drug,hyperlipoproteinemia,disease
14296,29307,"[26180, 85002, 84461, 87508, 85368]","[1760, 13575, 361, 8618, 844, 2797, 9392, 1497]",Atazanavir,drug,nephrolithiasis susceptibility caused by SLC26A1,disease
14317,33679,"[94408, 23033]","[1760, 8805, 12165, 172, 213, 1494, 509]",Captopril,drug,potassium deficiency disease,disease
14477,37180,[33728],"[6144, 34295, 3078, 5137, 2585, 1050, 29, 1567, 4640, 33, 22058, 7214, 4155, 8256, 6729, 8269, 3666, 3679, 7267, 6244, 8805, 2151, 1139, 8821, 5248, 4227, 5259, 2712, 33949, 2722, 6845, 2242, 211, 225, 4323, 8428, 2797, 5871, 10993, 12028, 2818, 11013, 4360, 6926, 11542, 2329, 282, 293, 3879, 13097, 5938, 7489, 13122, 2889, 4941, 2381, 4959, 34658, 8035, 34659, 4968, 361, 13161, 8556, 2417, 373, 375, 2429, 11136, 4993, 389, 34182, 11143, 4497, 3474, 11174, 2983, 10154, 4010, 3516, 959, 1987, 7110, 2515, 5078, 21977, 476, 4063, 12255, 21989, 1004, 5101, 12791, 3581, 1534]",Testosterone enanthate,drug,myocardial infarction (disease),disease
16795,32384,"[22272, 22788, 84996, 84363, 87311, 25620, 22939, 84767, 84384, 84517, 22953, 87337, 85040, 22323, 23731, 24502, 25655, 23736, 86460, 22977, 89287, 85067, 85837, 90191, 88528, 23000, 23901, 24032, 22497, 33762, 85091, 25201, 23158, 85366, 84728, 90239]","[2616, 3972, 6684, 1239]",Diclofenamide,drug,adrenal insufficiency,disease
20293,33605,"[25744, 94267, 94549, 27095]","[7040, 33913, 8192, 11136, 11143, 1927, 4620, 5137, 2452, 2965, 2329, 22045, 5534, 1567, 3233, 8354, 6309, 6567, 2472, 13097, 3495, 172, 5938, 7607, 2617, 9021, 7872, 321, 5058, 9029, 5963, 11857, 211, 213, 4186, 4315, 3932, 1760, 2401, 8805, 1256, 4969, 361, 9196, 2797, 1004, 21999, 1650, 33907, 2036, 7161, 4348, 3199]",Inositol,drug,hypotensive disorder,disease
15112,27361,"[86144, 84874, 85008, 23314, 84885, 22552, 88987, 86304, 90273, 22180, 90276, 84774, 23079, 84519, 89004, 85421, 86191, 89391, 86579, 22713, 84797, 22727, 85576, 85320, 84553, 22860, 23244, 87378, 23764, 84438, 26072, 23000, 23002, 23901, 85853, 92895, 93536, 22759, 85352, 87018, 89199, 93298, 23284, 89205, 86005, 93685, 24060, 84478]","[1013, 7183]",Dextropropoxyphene,drug,hemophilia,disease
14686,32384,"[22272, 22788, 84996, 84363, 87311, 25620, 22939, 84767, 84384, 84517, 22953, 87337, 85040, 22323, 23731, 24502, 25655, 23736, 86460, 22977, 89287, 85067, 85837, 90191, 88528, 23000, 23901, 24032, 22497, 33762, 85091, 25201, 23158, 85366, 84728, 90239]","[2616, 3972, 6684, 1239]",Clomifene,drug,adrenal insufficiency,disease
16063,28374,"[84456, 93465, 25403, 22759]","[2978, 9029, 4425, 12842, 1740, 12766, 4959]",Scopolamine,drug,gastroesophageal reflux disease,disease
14811,37180,[33728],"[6144, 34295, 3078, 5137, 2585, 1050, 29, 1567, 4640, 33, 22058, 7214, 4155, 8256, 6729, 8269, 3666, 3679, 7267, 6244, 8805, 2151, 1139, 8821, 5248, 4227, 5259, 2712, 33949, 2722, 6845, 2242, 211, 225, 4323, 8428, 2797, 5871, 10993, 12028, 2818, 11013, 4360, 6926, 11542, 2329, 282, 293, 3879, 13097, 5938, 7489, 13122, 2889, 4941, 2381, 4959, 34658, 8035, 34659, 4968, 361, 13161, 8556, 2417, 373, 375, 2429, 11136, 4993, 389, 34182, 11143, 4497, 3474, 11174, 2983, 10154, 4010, 3516, 959, 1987, 7110, 2515, 5078, 21977, 476, 4063, 12255, 21989, 1004, 5101, 12791, 3581, 1534]",Nylidrin,drug,myocardial infarction (disease),disease
15767,32977,"[26336, 22977, 22952, 23113, 26312, 25644, 25560, 85040, 23440, 22323, 24340, 25620, 23158, 22679, 23000, 25945, 22555, 22398]","[130, 6532, 7626, 9835, 3955, 8855]",Homatropine,drug,inherited porphyria,disease
20357,27591,"[23488, 22999, 26180, 89623, 22759, 24264, 85610, 90154, 88749, 85615, 23537, 22323, 22196, 23541, 23543, 23544, 23481, 25663]","[9652, 11038]",Bisacodyl,drug,myotonia congenita,disease
20339,32977,"[26336, 22977, 22952, 23113, 26312, 25644, 25560, 85040, 23440, 22323, 24340, 25620, 23158, 22679, 23000, 25945, 22555, 22398]","[130, 6532, 7626, 9835, 3955, 8855]",Mannitol,drug,inherited porphyria,disease
16312,32977,"[26336, 22977, 22952, 23113, 26312, 25644, 25560, 85040, 23440, 22323, 24340, 25620, 23158, 22679, 23000, 25945, 22555, 22398]","[130, 6532, 7626, 9835, 3955, 8855]",Clidinium,drug,inherited porphyria,disease
14488,33677,"[94192, 22979, 94447]","[7040, 1760, 7589, 1611, 532, 12120, 22105]",Aluminium phosphate,drug,constipation disorder,disease
20235,27656,"[87306, 85642, 90273, 90274, 90276, 22180, 84774, 84519, 23079, 89000, 85292, 89005, 23854, 86191, 89391, 86579, 85558, 22713, 26180, 85320, 84553, 91082, 85576, 23764, 92912, 89205]",[29],Cefamandole,drug,congenital prothrombin deficiency,disease
14786,27703,"[86758, 22859, 22828, 86125, 22799, 23832, 23835, 26236, 25470]","[163, 11497, 22090, 8556, 172, 10798, 4497, 10417, 11283, 1173, 8919]",Lansoprazole,drug,incessant infant ventricular tachycardia,disease
15150,27326,"[89225, 94223, 26257, 84369, 94225, 84887, 23833, 23834, 88859, 22827, 22828, 23728, 22846, 25672, 22859, 84940, 22759, 86141, 25469, 23934]","[7177, 9233, 34962, 7198, 1968, 177, 10417, 35250, 945, 61, 1221, 201, 4447, 1760, 2784, 11497, 10608, 242, 9466, 3967]",Propafenone,drug,long QT syndrome,disease
20362,29307,"[26180, 85002, 84461, 87508, 85368]","[1760, 13575, 361, 8618, 844, 2797, 9392, 1497]",Magnesium oxide,drug,nephrolithiasis susceptibility caused by SLC26A1,disease
15077,33575,"[22467, 84359, 24491, 26702, 85012, 94136, 22493]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 3802, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 12020, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Bortezomib,drug,diabetes mellitus (disease),disease
14323,30184,"[33730, 22788, 25381, 26180, 24199, 23400, 22124, 24143, 22933, 22934, 85561, 85021]","[12739, 5510, 6002, 1908, 8733, 3231]",Aripiprazole,drug,congenital neutropenia-myelofibrosis-nephromegaly syndrome,disease
14325,29175,"[22946, 22594, 84420, 26180, 24285, 22793, 22859, 22323, 93493, 23736, 25785, 93626, 84477]","[6848, 8579, 361, 8042, 13993, 12076, 2797, 7535, 12881, 6642, 2579, 13396, 10998, 118, 12120, 22043, 6175, 4959]",Clomipramine,drug,thyrotoxicosis,disease
15086,29175,"[22946, 22594, 84420, 26180, 24285, 22793, 22859, 22323, 93493, 23736, 25785, 93626, 84477]","[6848, 8579, 361, 8042, 13993, 12076, 2797, 7535, 12881, 6642, 2579, 13396, 10998, 118, 12120, 22043, 6175, 4959]",Clemastine,drug,thyrotoxicosis,disease
16314,37564,"[33737, 33738]","[11523, 2329, 11239, 9031, 7497, 4425, 8556, 2797, 1004, 749, 4497, 3474, 14002, 21972, 373, 1014, 8857, 8222]",Dicyclomine,drug,gastric ulcer (disease),disease
17238,31395,"[85561, 24585, 22759]","[2641, 6154, 3932, 12537]",Dimenhydrinate,drug,benign prostatic hyperplasia (disease),disease
